figmaVariableName,mode,value,type,alias,defaultMode
palettes/palette-2/default,Dark,brand/palettes/palette-2/600/color/tone,COLOR,true,false
palettes/core-colors/black/tone,Dark,tokens/colors/gray/1000,COLOR,true,false
palettes/core-colors/black/on-tone,Dark,brand/palettes/core-colors/white/on-tone,COLOR,true,false
palettes/core-colors/black/interactive,Dark,tokens/colors/mandy/300,COLOR,true,false
palettes/core-colors/white/tone,Dark,tokens/colors/gray/000,COLOR,true,false
palettes/core-colors/white/on-tone,Dark,brand/palettes/core-colors/black/on-tone,COLOR,true,false
palettes/core-colors/white/interactive,Dark,tokens/colors/mandy/500,COLOR,true,false
palettes/core-colors/alert/tone,Dark,tokens/colors/mandy/400,COLOR,true,false
palettes/core-colors/alert/on-tone,Dark,brand/palettes/core-colors/white/on-tone,COLOR,true,false
palettes/core-colors/alert/interactive,Dark,brand/palettes/core-colors/white/tone,COLOR,true,false
palettes/core-colors/success/tone,Dark,tokens/colors/greensheen/400,COLOR,true,false
palettes/core-colors/success/on-tone,Dark,brand/palettes/core-colors/white/on-tone,COLOR,true,false
palettes/core-colors/success/interactive,Dark,tokens/colors/mandy/900,COLOR,true,false
palettes/core-colors/warning/tone,Dark,tokens/colors/mandarin/400,COLOR,true,false
palettes/core-colors/warning/on-tone,Dark,tokens/colors/mandy/900,COLOR,true,false
palettes/core-colors/warning/interactive,Dark,tokens/colors/mandy/800,COLOR,true,false
palettes/core-colors/interactive/default/tone,Dark,tokens/colors/mandy/400,COLOR,true,false
palettes/core-colors/interactive/default/on-tone,Dark,brand/palettes/core-colors/white/on-tone,COLOR,true,false
palettes/core-colors/interactive/hover/tone,Dark,tokens/colors/mandy/300,COLOR,true,false
palettes/core-colors/interactive/hover/on-tone,Dark,brand/palettes/core-colors/white/on-tone,COLOR,true,false
elevations/elevation-0,Dark,"{""x"":{""$value"":{""value"":0,""unit"":""px""},""$type"":""number""},""y"":{""$value"":{""value"":0,""unit"":""px""},""$type"":""number""},""blur"":{""$value"":{""value"":0,""unit"":""px""},""$type"":""number""},""spread"":{""$value"":{""value"":0,""unit"":""px""},""$type"":""number""},""color"":{""$value"":""{brand.palettes.neutral.default.color.tone}"",""$type"":""color""},""opacity"":{""$value"":{""value"":10,""unit"":""percentage""},""$type"":""number""}}",STRING,false,false
elevations/elevation-1,Dark,"{""x"":{""$value"":{""value"":0,""unit"":""px""},""$type"":""number""},""y"":{""$value"":{""value"":1,""unit"":""px""},""$type"":""number""},""blur"":{""$value"":{""value"":3,""unit"":""px""},""$type"":""number""},""spread"":{""$value"":{""value"":0,""unit"":""px""},""$type"":""number""},""color"":{""$value"":""{brand.palettes.neutral.default.color.tone}"",""$type"":""color""},""opacity"":{""$value"":{""value"":10,""unit"":""percentage""},""$type"":""number""}}",STRING,false,false
elevations/elevation-2,Dark,"{""x"":{""$value"":{""value"":0,""unit"":""px""},""$type"":""number""},""y"":{""$value"":{""value"":2,""unit"":""px""},""$type"":""number""},""blur"":{""$value"":{""value"":6,""unit"":""px""},""$type"":""number""},""spread"":{""$value"":{""value"":0,""unit"":""px""},""$type"":""number""},""color"":{""$value"":""{brand.palettes.neutral.default.color.tone}"",""$type"":""color""},""opacity"":{""$value"":{""value"":10,""unit"":""percentage""},""$type"":""number""}}",STRING,false,false
elevations/elevation-3,Dark,"{""x"":{""$value"":{""value"":0,""unit"":""px""},""$type"":""number""},""y"":{""$value"":{""value"":4,""unit"":""px""},""$type"":""number""},""blur"":{""$value"":{""value"":12,""unit"":""px""},""$type"":""number""},""spread"":{""$value"":{""value"":0,""unit"":""px""},""$type"":""number""},""color"":{""$value"":""{brand.palettes.neutral.default.color.tone}"",""$type"":""color""},""opacity"":{""$value"":{""value"":10,""unit"":""percentage""},""$type"":""number""}}",STRING,false,false
elevations/elevation-4,Dark,"{""x"":{""$value"":{""value"":0,""unit"":""px""},""$type"":""number""},""y"":{""$value"":{""value"":8,""unit"":""px""},""$type"":""number""},""blur"":{""$value"":{""value"":24,""unit"":""px""},""$type"":""number""},""spread"":{""$value"":{""value"":0,""unit"":""px""},""$type"":""number""},""color"":{""$value"":""{brand.palettes.neutral.default.color.tone}"",""$type"":""color""},""opacity"":{""$value"":{""value"":10,""unit"":""percentage""},""$type"":""number""}}",STRING,false,false
layout-grids/tablet/max-width,Light,810,FLOAT,false,true
layout-grids/tablet/columns,Light,6,FLOAT,false,true
layout-grids/tablet/gutter,Light,brand/dimensions/gutters/horizontal,FLOAT,true,true
layout-grids/mobile/max-width,Light,480,FLOAT,false,true
layout-grids/mobile/gutter,Light,brand/dimensions/gutters/horizontal,FLOAT,true,true
layout-grids/mobile/columns,Light,4,FLOAT,false,true
layout-grids/desktop/max-width,Light,1280,FLOAT,false,true
layout-grids/desktop/gutter,Light,brand/dimensions/gutters/horizontal,FLOAT,true,true
layout-grids/desktop/columns,Light,6,FLOAT,false,true
layout-grids/tablet/max-width,Dark,810,FLOAT,false,false
layout-grids/tablet/columns,Dark,6,FLOAT,false,false
layout-grids/tablet/gutter,Dark,brand/dimensions/gutters/horizontal,FLOAT,true,false
layout-grids/mobile/max-width,Dark,480,FLOAT,false,false
layout-grids/mobile/gutter,Dark,brand/dimensions/gutters/horizontal,FLOAT,true,false
layout-grids/mobile/columns,Dark,4,FLOAT,false,false
layout-grids/desktop/max-width,Dark,1280,FLOAT,false,false
layout-grids/desktop/gutter,Dark,brand/dimensions/gutters/horizontal,FLOAT,true,false
layout-grids/desktop/columns,Dark,6,FLOAT,false,false
dimensions/icons/sm,Light,tokens/sizes/2x,FLOAT,true,true
dimensions/icons/lg,Light,tokens/sizes/4x,FLOAT,true,true
dimensions/icons/default,Light,tokens/sizes/3x,FLOAT,true,true
dimensions/icons/xs,Light,tokens/sizes/1-5x,FLOAT,true,true
dimensions/gutters/horizontal,Light,tokens/sizes/2x,FLOAT,true,true
dimensions/gutters/vertical,Light,tokens/sizes/3x,FLOAT,true,true
dimensions/border-radii/none,Light,tokens/sizes/none,FLOAT,true,true
dimensions/border-radii/sm,Light,tokens/sizes/0-5x,FLOAT,true,true
dimensions/border-radii/default,Light,tokens/sizes/default,FLOAT,true,true
dimensions/border-radii/lg,Light,tokens/sizes/2x,FLOAT,true,true
dimensions/border-radii/xl,Light,tokens/sizes/3x,FLOAT,true,true
dimensions/border-radii/2xl,Light,tokens/sizes/4x,FLOAT,true,true
dimensions/general/none,Light,tokens/sizes/none,FLOAT,true,true
dimensions/general/sm,Light,tokens/sizes/0-5x,FLOAT,true,true
dimensions/general/md,Light,tokens/sizes/1-5x,FLOAT,true,true
dimensions/general/default,Light,tokens/sizes/default,FLOAT,true,true
dimensions/general/lg,Light,tokens/sizes/2x,FLOAT,true,true
dimensions/general/xl,Light,tokens/sizes/3x,FLOAT,true,true
dimensions/general/2xl,Light,tokens/sizes/4x,FLOAT,true,true
dimensions/text-size/2xs,Light,tokens/font/sizes/2xs,FLOAT,true,true
dimensions/text-size/xs,Light,tokens/font/sizes/xs,FLOAT,true,true
dimensions/text-size/sm,Light,tokens/font/sizes/sm,FLOAT,true,true
dimensions/text-size/default,Light,tokens/font/sizes/md,FLOAT,true,true
dimensions/text-size/md,Light,tokens/font/sizes/md,FLOAT,true,true
dimensions/text-size/lg,Light,tokens/font/sizes/lg,FLOAT,true,true
dimensions/text-size/xl,Light,tokens/font/sizes/xl,FLOAT,true,true
dimensions/text-size/2xl,Light,tokens/font/sizes/2xl,FLOAT,true,true
dimensions/text-size/3xl,Light,tokens/font/sizes/3xl,FLOAT,true,true
dimensions/text-size/4xl,Light,tokens/font/sizes/4xl,FLOAT,true,true
dimensions/text-size/5xl,Light,tokens/font/sizes/5xl,FLOAT,true,true
dimensions/text-size/6xl,Light,tokens/font/sizes/6xl,FLOAT,true,true
dimensions/icons/sm,Dark,tokens/sizes/2x,FLOAT,true,false
dimensions/icons/lg,Dark,tokens/sizes/4x,FLOAT,true,false
dimensions/icons/default,Dark,tokens/sizes/3x,FLOAT,true,false
dimensions/icons/xs,Dark,tokens/sizes/1-5x,FLOAT,true,false
dimensions/gutters/horizontal,Dark,tokens/sizes/2x,FLOAT,true,false
dimensions/gutters/vertical,Dark,tokens/sizes/3x,FLOAT,true,false
dimensions/border-radii/none,Dark,tokens/sizes/none,FLOAT,true,false
dimensions/border-radii/sm,Dark,tokens/sizes/0-5x,FLOAT,true,false
dimensions/border-radii/default,Dark,tokens/sizes/default,FLOAT,true,false
dimensions/border-radii/lg,Dark,tokens/sizes/2x,FLOAT,true,false
dimensions/border-radii/xl,Dark,tokens/sizes/3x,FLOAT,true,false
dimensions/border-radii/2xl,Dark,tokens/sizes/4x,FLOAT,true,false
dimensions/general/none,Dark,tokens/sizes/none,FLOAT,true,false
dimensions/general/sm,Dark,tokens/sizes/0-5x,FLOAT,true,false
dimensions/general/md,Dark,tokens/sizes/1-5x,FLOAT,true,false
dimensions/general/default,Dark,tokens/sizes/default,FLOAT,true,false
dimensions/general/lg,Dark,tokens/sizes/2x,FLOAT,true,false
dimensions/general/xl,Dark,tokens/sizes/3x,FLOAT,true,false
dimensions/general/2xl,Dark,tokens/sizes/4x,FLOAT,true,false
dimensions/text-size/2xs,Dark,tokens/font/sizes/2xs,FLOAT,true,false
dimensions/text-size/xs,Dark,tokens/font/sizes/xs,FLOAT,true,false
dimensions/text-size/sm,Dark,tokens/font/sizes/sm,FLOAT,true,false
dimensions/text-size/default,Dark,tokens/font/sizes/md,FLOAT,true,false
dimensions/text-size/md,Dark,tokens/font/sizes/md,FLOAT,true,false
dimensions/text-size/lg,Dark,tokens/font/sizes/lg,FLOAT,true,false
dimensions/text-size/xl,Dark,tokens/font/sizes/xl,FLOAT,true,false
dimensions/text-size/2xl,Dark,tokens/font/sizes/2xl,FLOAT,true,false
dimensions/text-size/3xl,Dark,tokens/font/sizes/3xl,FLOAT,true,false
dimensions/text-size/4xl,Dark,tokens/font/sizes/4xl,FLOAT,true,false
dimensions/text-size/5xl,Dark,tokens/font/sizes/5xl,FLOAT,true,false
dimensions/text-size/6xl,Dark,tokens/font/sizes/6xl,FLOAT,true,false
typography/h1,Light,"{""fontFamily"":""{tokens.font.typefaces.primary}"",""fontSize"":""{tokens.font.sizes.6xl}"",""fontWeight"":""{tokens.font.weights.bold}"",""fontStyle"":""{tokens.font.styles.normal}"",""letterSpacing"":""{tokens.font.letter-spacings.default}"",""lineHeight"":""{tokens.font.line-heights.default}"",""textCase"":""{tokens.font.cases.original}"",""textDecoration"":""{tokens.font.decorations.none}""}",STRING,false,true
typography/h1/font-family,Light,tokens/font/typefaces/primary,STRING,true,true
typography/h1/font-size,Light,tokens/font/sizes/6xl,STRING,true,true
typography/h1/font-weight,Light,tokens/font/weights/bold,STRING,true,true
typography/h1/font-style,Light,tokens/font/styles/normal,STRING,true,true
typography/h1/letter-spacing,Light,tokens/font/letter-spacings/default,STRING,true,true
typography/h1/line-height,Light,tokens/font/line-heights/default,STRING,true,true
typography/h1/text-case,Light,tokens/font/cases/original,STRING,true,true
typography/h1/text-decoration,Light,tokens/font/decorations/none,STRING,true,true
typography/h2,Light,"{""fontFamily"":""{tokens.font.typefaces.primary}"",""fontSize"":""{tokens.font.sizes.5xl}"",""fontWeight"":""{tokens.font.weights.semi-bold}"",""fontStyle"":""{tokens.font.styles.normal}"",""letterSpacing"":""{tokens.font.letter-spacings.default}"",""lineHeight"":""{tokens.font.line-heights.default}"",""textCase"":""{tokens.font.cases.original}"",""textDecoration"":""{tokens.font.decorations.none}""}",STRING,false,true
typography/h2/font-family,Light,tokens/font/typefaces/primary,STRING,true,true
typography/h2/font-size,Light,tokens/font/sizes/5xl,STRING,true,true
typography/h2/font-weight,Light,tokens/font/weights/semi-bold,STRING,true,true
typography/h2/font-style,Light,tokens/font/styles/normal,STRING,true,true
typography/h2/letter-spacing,Light,tokens/font/letter-spacings/default,STRING,true,true
typography/h2/line-height,Light,tokens/font/line-heights/default,STRING,true,true
typography/h2/text-case,Light,tokens/font/cases/original,STRING,true,true
typography/h2/text-decoration,Light,tokens/font/decorations/none,STRING,true,true
typography/h3,Light,"{""fontFamily"":""{tokens.font.typefaces.primary}"",""fontSize"":""{tokens.font.sizes.4xl}"",""fontWeight"":""{tokens.font.weights.regular}"",""fontStyle"":""{tokens.font.styles.normal}"",""letterSpacing"":""{tokens.font.letter-spacings.default}"",""lineHeight"":""{tokens.font.line-heights.default}"",""textCase"":""{tokens.font.cases.original}"",""textDecoration"":""{tokens.font.decorations.none}""}",STRING,false,true
typography/h3/font-family,Light,tokens/font/typefaces/primary,STRING,true,true
typography/h3/font-size,Light,tokens/font/sizes/4xl,STRING,true,true
typography/h3/font-weight,Light,tokens/font/weights/regular,STRING,true,true
typography/h3/font-style,Light,tokens/font/styles/normal,STRING,true,true
typography/h3/letter-spacing,Light,tokens/font/letter-spacings/default,STRING,true,true
typography/h3/line-height,Light,tokens/font/line-heights/default,STRING,true,true
typography/h3/text-case,Light,tokens/font/cases/original,STRING,true,true
typography/h3/text-decoration,Light,tokens/font/decorations/none,STRING,true,true
typography/h4,Light,"{""fontFamily"":""{tokens.font.typefaces.primary}"",""fontSize"":""{tokens.font.sizes.3xl}"",""fontWeight"":""{tokens.font.weights.bold}"",""fontStyle"":""{tokens.font.styles.normal}"",""letterSpacing"":""{tokens.font.letter-spacings.default}"",""lineHeight"":""{tokens.font.line-heights.default}"",""textCase"":""{tokens.font.cases.original}"",""textDecoration"":""{tokens.font.decorations.none}""}",STRING,false,true
typography/h4/font-family,Light,tokens/font/typefaces/primary,STRING,true,true
typography/h4/font-size,Light,tokens/font/sizes/3xl,STRING,true,true
typography/h4/font-weight,Light,tokens/font/weights/bold,STRING,true,true
typography/h4/font-style,Light,tokens/font/styles/normal,STRING,true,true
typography/h4/letter-spacing,Light,tokens/font/letter-spacings/default,STRING,true,true
typography/h4/line-height,Light,tokens/font/line-heights/default,STRING,true,true
typography/h4/text-case,Light,tokens/font/cases/original,STRING,true,true
typography/h4/text-decoration,Light,tokens/font/decorations/none,STRING,true,true
typography/h5,Light,"{""fontFamily"":""{tokens.font.typefaces.primary}"",""fontSize"":""{tokens.font.sizes.2xl}"",""fontWeight"":""{tokens.font.weights.medium}"",""fontStyle"":""{tokens.font.styles.normal}"",""letterSpacing"":""{tokens.font.letter-spacings.default}"",""lineHeight"":""{tokens.font.line-heights.default}"",""textCase"":""{tokens.font.cases.original}"",""textDecoration"":""{tokens.font.decorations.none}""}",STRING,false,true
typography/h5/font-family,Light,tokens/font/typefaces/primary,STRING,true,true
typography/h5/font-size,Light,tokens/font/sizes/2xl,STRING,true,true
typography/h5/font-weight,Light,tokens/font/weights/medium,STRING,true,true
typography/h5/font-style,Light,tokens/font/styles/normal,STRING,true,true
typography/h5/letter-spacing,Light,tokens/font/letter-spacings/default,STRING,true,true
typography/h5/line-height,Light,tokens/font/line-heights/default,STRING,true,true
typography/h5/text-case,Light,tokens/font/cases/original,STRING,true,true
typography/h5/text-decoration,Light,tokens/font/decorations/none,STRING,true,true
typography/h6,Light,"{""fontFamily"":""{tokens.font.typefaces.primary}"",""fontSize"":""{tokens.font.sizes.xl}"",""fontWeight"":""{tokens.font.weights.regular}"",""fontStyle"":""{tokens.font.styles.normal}"",""letterSpacing"":""{tokens.font.letter-spacings.default}"",""lineHeight"":""{tokens.font.line-heights.default}"",""textCase"":""{tokens.font.cases.original}"",""textDecoration"":""{tokens.font.decorations.none}""}",STRING,false,true
typography/h6/font-family,Light,tokens/font/typefaces/primary,STRING,true,true
typography/h6/font-size,Light,tokens/font/sizes/xl,STRING,true,true
typography/h6/font-weight,Light,tokens/font/weights/regular,STRING,true,true
typography/h6/font-style,Light,tokens/font/styles/normal,STRING,true,true
typography/h6/letter-spacing,Light,tokens/font/letter-spacings/default,STRING,true,true
typography/h6/line-height,Light,tokens/font/line-heights/default,STRING,true,true
typography/h6/text-case,Light,tokens/font/cases/original,STRING,true,true
typography/h6/text-decoration,Light,tokens/font/decorations/none,STRING,true,true
typography/subtitle,Light,"{""fontFamily"":""{tokens.font.typefaces.secondary}"",""fontSize"":""{tokens.font.sizes.lg}"",""fontWeight"":""{tokens.font.weights.light}"",""fontStyle"":""{tokens.font.styles.normal}"",""letterSpacing"":""{tokens.font.letter-spacings.default}"",""lineHeight"":""{tokens.font.line-heights.default}"",""textCase"":""{tokens.font.cases.original}"",""textDecoration"":""{tokens.font.decorations.none}""}",STRING,false,true
typography/subtitle/font-family,Light,tokens/font/typefaces/secondary,STRING,true,true
typography/subtitle/font-size,Light,tokens/font/sizes/lg,STRING,true,true
typography/subtitle/font-weight,Light,tokens/font/weights/light,STRING,true,true
typography/subtitle/font-style,Light,tokens/font/styles/normal,STRING,true,true
typography/subtitle/letter-spacing,Light,tokens/font/letter-spacings/default,STRING,true,true
typography/subtitle/line-height,Light,tokens/font/line-heights/default,STRING,true,true
typography/subtitle/text-case,Light,tokens/font/cases/original,STRING,true,true
typography/subtitle/text-decoration,Light,tokens/font/decorations/none,STRING,true,true
typography/subtitle-small,Light,"{""fontFamily"":""{tokens.font.typefaces.secondary}"",""fontSize"":""{tokens.font.sizes.md}"",""fontWeight"":""{tokens.font.weights.bold}"",""fontStyle"":""{tokens.font.styles.normal}"",""letterSpacing"":""{tokens.font.letter-spacings.default}"",""lineHeight"":""{tokens.font.line-heights.default}"",""textCase"":""{tokens.font.cases.original}"",""textDecoration"":""{tokens.font.decorations.none}""}",STRING,false,true
typography/subtitle-small/font-family,Light,tokens/font/typefaces/secondary,STRING,true,true
typography/subtitle-small/font-size,Light,tokens/font/sizes/md,STRING,true,true
typography/subtitle-small/font-weight,Light,tokens/font/weights/bold,STRING,true,true
typography/subtitle-small/font-style,Light,tokens/font/styles/normal,STRING,true,true
typography/subtitle-small/letter-spacing,Light,tokens/font/letter-spacings/default,STRING,true,true
typography/subtitle-small/line-height,Light,tokens/font/line-heights/default,STRING,true,true
typography/subtitle-small/text-case,Light,tokens/font/cases/original,STRING,true,true
typography/subtitle-small/text-decoration,Light,tokens/font/decorations/none,STRING,true,true
typography/body,Light,"{""fontFamily"":""{tokens.font.typefaces.secondary}"",""fontSize"":""{tokens.font.sizes.md}"",""fontWeight"":""{tokens.font.weights.regular}"",""fontStyle"":""{tokens.font.styles.normal}"",""letterSpacing"":""{tokens.font.letter-spacings.default}"",""lineHeight"":""{tokens.font.line-heights.default}"",""textCase"":""{tokens.font.cases.original}"",""textDecoration"":""{tokens.font.decorations.none}""}",STRING,false,true
typography/body/font-family,Light,tokens/font/typefaces/secondary,STRING,true,true
typography/body/font-size,Light,tokens/font/sizes/md,STRING,true,true
typography/body/font-weight,Light,tokens/font/weights/regular,STRING,true,true
typography/body/font-style,Light,tokens/font/styles/normal,STRING,true,true
typography/body/letter-spacing,Light,tokens/font/letter-spacings/default,STRING,true,true
typography/body/line-height,Light,tokens/font/line-heights/default,STRING,true,true
typography/body/text-case,Light,tokens/font/cases/original,STRING,true,true
typography/body/text-decoration,Light,tokens/font/decorations/none,STRING,true,true
typography/body-small,Light,"{""fontFamily"":""{tokens.font.typefaces.secondary}"",""fontSize"":""{tokens.font.sizes.sm}"",""fontWeight"":""{tokens.font.weights.regular}"",""fontStyle"":""{tokens.font.styles.normal}"",""letterSpacing"":""{tokens.font.letter-spacings.wide}"",""lineHeight"":""{tokens.font.line-heights.default}"",""textCase"":""{tokens.font.cases.original}"",""textDecoration"":""{tokens.font.decorations.none}""}",STRING,false,true
typography/body-small/font-family,Light,tokens/font/typefaces/secondary,STRING,true,true
typography/body-small/font-size,Light,tokens/font/sizes/sm,STRING,true,true
typography/body-small/font-weight,Light,tokens/font/weights/regular,STRING,true,true
typography/body-small/font-style,Light,tokens/font/styles/normal,STRING,true,true
typography/body-small/letter-spacing,Light,tokens/font/letter-spacings/wide,STRING,true,true
typography/body-small/line-height,Light,tokens/font/line-heights/default,STRING,true,true
typography/body-small/text-case,Light,tokens/font/cases/original,STRING,true,true
typography/body-small/text-decoration,Light,tokens/font/decorations/none,STRING,true,true
typography/caption,Light,"{""fontFamily"":""{tokens.font.typefaces.primary}"",""fontSize"":""{tokens.font.sizes.xs}"",""fontWeight"":""{tokens.font.weights.regular}"",""fontStyle"":""{tokens.font.styles.normal}"",""letterSpacing"":""{tokens.font.letter-spacings.wide}"",""lineHeight"":""{tokens.font.line-heights.default}"",""textCase"":""{tokens.font.cases.original}"",""textDecoration"":""{tokens.font.decorations.none}""}",STRING,false,true
typography/caption/font-family,Light,tokens/font/typefaces/primary,STRING,true,true
typography/caption/font-size,Light,tokens/font/sizes/xs,STRING,true,true
typography/caption/font-weight,Light,tokens/font/weights/regular,STRING,true,true
typography/caption/font-style,Light,tokens/font/styles/normal,STRING,true,true
typography/caption/letter-spacing,Light,tokens/font/letter-spacings/wide,STRING,true,true
typography/caption/line-height,Light,tokens/font/line-heights/default,STRING,true,true
typography/caption/text-case,Light,tokens/font/cases/original,STRING,true,true
typography/caption/text-decoration,Light,tokens/font/decorations/none,STRING,true,true
typography/overline,Light,"{""fontFamily"":""{tokens.font.typefaces.primary}"",""fontSize"":""{tokens.font.sizes.2xs}"",""fontWeight"":""{tokens.font.weights.medium}"",""fontStyle"":""{tokens.font.styles.normal}"",""letterSpacing"":""{tokens.font.letter-spacings.wide}"",""lineHeight"":""{tokens.font.line-heights.default}"",""textCase"":""{tokens.font.cases.uppercase}"",""textDecoration"":""{tokens.font.decorations.none}""}",STRING,false,true
typography/overline/font-family,Light,tokens/font/typefaces/primary,STRING,true,true
typography/overline/font-size,Light,tokens/font/sizes/2xs,STRING,true,true
typography/overline/font-weight,Light,tokens/font/weights/medium,STRING,true,true
typography/overline/font-style,Light,tokens/font/styles/normal,STRING,true,true
typography/overline/letter-spacing,Light,tokens/font/letter-spacings/wide,STRING,true,true
typography/overline/line-height,Light,tokens/font/line-heights/default,STRING,true,true
typography/overline/text-case,Light,tokens/font/cases/uppercase,STRING,true,true
typography/overline/text-decoration,Light,tokens/font/decorations/none,STRING,true,true
typography/h1,Dark,"{""fontFamily"":""{tokens.font.typefaces.primary}"",""fontSize"":""{tokens.font.sizes.6xl}"",""fontWeight"":""{tokens.font.weights.bold}"",""fontStyle"":""{tokens.font.styles.normal}"",""letterSpacing"":""{tokens.font.letter-spacings.default}"",""lineHeight"":""{tokens.font.line-heights.default}"",""textCase"":""{tokens.font.cases.original}"",""textDecoration"":""{tokens.font.decorations.none}""}",STRING,false,false
typography/h1/font-family,Dark,tokens/font/typefaces/primary,STRING,true,false
typography/h1/font-size,Dark,tokens/font/sizes/6xl,STRING,true,false
typography/h1/font-weight,Dark,tokens/font/weights/bold,STRING,true,false
typography/h1/font-style,Dark,tokens/font/styles/normal,STRING,true,false
typography/h1/letter-spacing,Dark,tokens/font/letter-spacings/default,STRING,true,false
typography/h1/line-height,Dark,tokens/font/line-heights/default,STRING,true,false
typography/h1/text-case,Dark,tokens/font/cases/original,STRING,true,false
typography/h1/text-decoration,Dark,tokens/font/decorations/none,STRING,true,false
typography/h2,Dark,"{""fontFamily"":""{tokens.font.typefaces.primary}"",""fontSize"":""{tokens.font.sizes.5xl}"",""fontWeight"":""{tokens.font.weights.semi-bold}"",""fontStyle"":""{tokens.font.styles.normal}"",""letterSpacing"":""{tokens.font.letter-spacings.default}"",""lineHeight"":""{tokens.font.line-heights.default}"",""textCase"":""{tokens.font.cases.original}"",""textDecoration"":""{tokens.font.decorations.none}""}",STRING,false,false
typography/h2/font-family,Dark,tokens/font/typefaces/primary,STRING,true,false
typography/h2/font-size,Dark,tokens/font/sizes/5xl,STRING,true,false
typography/h2/font-weight,Dark,tokens/font/weights/semi-bold,STRING,true,false
typography/h2/font-style,Dark,tokens/font/styles/normal,STRING,true,false
typography/h2/letter-spacing,Dark,tokens/font/letter-spacings/default,STRING,true,false
typography/h2/line-height,Dark,tokens/font/line-heights/default,STRING,true,false
typography/h2/text-case,Dark,tokens/font/cases/original,STRING,true,false
typography/h2/text-decoration,Dark,tokens/font/decorations/none,STRING,true,false
typography/h3,Dark,"{""fontFamily"":""{tokens.font.typefaces.primary}"",""fontSize"":""{tokens.font.sizes.4xl}"",""fontWeight"":""{tokens.font.weights.regular}"",""fontStyle"":""{tokens.font.styles.normal}"",""letterSpacing"":""{tokens.font.letter-spacings.default}"",""lineHeight"":""{tokens.font.line-heights.default}"",""textCase"":""{tokens.font.cases.original}"",""textDecoration"":""{tokens.font.decorations.none}""}",STRING,false,false
typography/h3/font-family,Dark,tokens/font/typefaces/primary,STRING,true,false
typography/h3/font-size,Dark,tokens/font/sizes/4xl,STRING,true,false
typography/h3/font-weight,Dark,tokens/font/weights/regular,STRING,true,false
typography/h3/font-style,Dark,tokens/font/styles/normal,STRING,true,false
typography/h3/letter-spacing,Dark,tokens/font/letter-spacings/default,STRING,true,false
typography/h3/line-height,Dark,tokens/font/line-heights/default,STRING,true,false
typography/h3/text-case,Dark,tokens/font/cases/original,STRING,true,false
typography/h3/text-decoration,Dark,tokens/font/decorations/none,STRING,true,false
typography/h4,Dark,"{""fontFamily"":""{tokens.font.typefaces.primary}"",""fontSize"":""{tokens.font.sizes.3xl}"",""fontWeight"":""{tokens.font.weights.bold}"",""fontStyle"":""{tokens.font.styles.normal}"",""letterSpacing"":""{tokens.font.letter-spacings.default}"",""lineHeight"":""{tokens.font.line-heights.default}"",""textCase"":""{tokens.font.cases.original}"",""textDecoration"":""{tokens.font.decorations.none}""}",STRING,false,false
typography/h4/font-family,Dark,tokens/font/typefaces/primary,STRING,true,false
typography/h4/font-size,Dark,tokens/font/sizes/3xl,STRING,true,false
typography/h4/font-weight,Dark,tokens/font/weights/bold,STRING,true,false
typography/h4/font-style,Dark,tokens/font/styles/normal,STRING,true,false
typography/h4/letter-spacing,Dark,tokens/font/letter-spacings/default,STRING,true,false
typography/h4/line-height,Dark,tokens/font/line-heights/default,STRING,true,false
typography/h4/text-case,Dark,tokens/font/cases/original,STRING,true,false
typography/h4/text-decoration,Dark,tokens/font/decorations/none,STRING,true,false
typography/h5,Dark,"{""fontFamily"":""{tokens.font.typefaces.primary}"",""fontSize"":""{tokens.font.sizes.2xl}"",""fontWeight"":""{tokens.font.weights.medium}"",""fontStyle"":""{tokens.font.styles.normal}"",""letterSpacing"":""{tokens.font.letter-spacings.default}"",""lineHeight"":""{tokens.font.line-heights.default}"",""textCase"":""{tokens.font.cases.original}"",""textDecoration"":""{tokens.font.decorations.none}""}",STRING,false,false
typography/h5/font-family,Dark,tokens/font/typefaces/primary,STRING,true,false
typography/h5/font-size,Dark,tokens/font/sizes/2xl,STRING,true,false
typography/h5/font-weight,Dark,tokens/font/weights/medium,STRING,true,false
typography/h5/font-style,Dark,tokens/font/styles/normal,STRING,true,false
typography/h5/letter-spacing,Dark,tokens/font/letter-spacings/default,STRING,true,false
typography/h5/line-height,Dark,tokens/font/line-heights/default,STRING,true,false
typography/h5/text-case,Dark,tokens/font/cases/original,STRING,true,false
typography/h5/text-decoration,Dark,tokens/font/decorations/none,STRING,true,false
typography/h6,Dark,"{""fontFamily"":""{tokens.font.typefaces.primary}"",""fontSize"":""{tokens.font.sizes.xl}"",""fontWeight"":""{tokens.font.weights.regular}"",""fontStyle"":""{tokens.font.styles.normal}"",""letterSpacing"":""{tokens.font.letter-spacings.default}"",""lineHeight"":""{tokens.font.line-heights.default}"",""textCase"":""{tokens.font.cases.original}"",""textDecoration"":""{tokens.font.decorations.none}""}",STRING,false,false
typography/h6/font-family,Dark,tokens/font/typefaces/primary,STRING,true,false
typography/h6/font-size,Dark,tokens/font/sizes/xl,STRING,true,false
typography/h6/font-weight,Dark,tokens/font/weights/regular,STRING,true,false
typography/h6/font-style,Dark,tokens/font/styles/normal,STRING,true,false
typography/h6/letter-spacing,Dark,tokens/font/letter-spacings/default,STRING,true,false
