figmaVariableName,mode,value,type,alias,defaultMode
typography/h6/line-height,Dark,tokens/font/line-heights/default,STRING,true,false
typography/h6/text-case,Dark,tokens/font/cases/original,STRING,true,false
typography/h6/text-decoration,Dark,tokens/font/decorations/none,STRING,true,false
typography/subtitle,Dark,"{""fontFamily"":""{tokens.font.typefaces.secondary}"",""fontSize"":""{tokens.font.sizes.lg}"",""fontWeight"":""{tokens.font.weights.light}"",""fontStyle"":""{tokens.font.styles.normal}"",""letterSpacing"":""{tokens.font.letter-spacings.default}"",""lineHeight"":""{tokens.font.line-heights.default}"",""textCase"":""{tokens.font.cases.original}"",""textDecoration"":""{tokens.font.decorations.none}""}",STRING,false,false
typography/subtitle/font-family,Dark,tokens/font/typefaces/secondary,STRING,true,false
typography/subtitle/font-size,Dark,tokens/font/sizes/lg,STRING,true,false
typography/subtitle/font-weight,Dark,tokens/font/weights/light,STRING,true,false
typography/subtitle/font-style,Dark,tokens/font/styles/normal,STRING,true,false
typography/subtitle/letter-spacing,Dark,tokens/font/letter-spacings/default,STRING,true,false
typography/subtitle/line-height,Dark,tokens/font/line-heights/default,STRING,true,false
typography/subtitle/text-case,Dark,tokens/font/cases/original,STRING,true,false
typography/subtitle/text-decoration,Dark,tokens/font/decorations/none,STRING,true,false
typography/subtitle-small,Dark,"{""fontFamily"":""{tokens.font.typefaces.secondary}"",""fontSize"":""{tokens.font.sizes.md}"",""fontWeight"":""{tokens.font.weights.bold}"",""fontStyle"":""{tokens.font.styles.normal}"",""letterSpacing"":""{tokens.font.letter-spacings.default}"",""lineHeight"":""{tokens.font.line-heights.default}"",""textCase"":""{tokens.font.cases.original}"",""textDecoration"":""{tokens.font.decorations.none}""}",STRING,false,false
typography/subtitle-small/font-family,Dark,tokens/font/typefaces/secondary,STRING,true,false
typography/subtitle-small/font-size,Dark,tokens/font/sizes/md,STRING,true,false
typography/subtitle-small/font-weight,Dark,tokens/font/weights/bold,STRING,true,false
typography/subtitle-small/font-style,Dark,tokens/font/styles/normal,STRING,true,false
typography/subtitle-small/letter-spacing,Dark,tokens/font/letter-spacings/default,STRING,true,false
typography/subtitle-small/line-height,Dark,tokens/font/line-heights/default,STRING,true,false
typography/subtitle-small/text-case,Dark,tokens/font/cases/original,STRING,true,false
typography/subtitle-small/text-decoration,Dark,tokens/font/decorations/none,STRING,true,false
typography/body,Dark,"{""fontFamily"":""{tokens.font.typefaces.secondary}"",""fontSize"":""{tokens.font.sizes.md}"",""fontWeight"":""{tokens.font.weights.regular}"",""fontStyle"":""{tokens.font.styles.normal}"",""letterSpacing"":""{tokens.font.letter-spacings.default}"",""lineHeight"":""{tokens.font.line-heights.default}"",""textCase"":""{tokens.font.cases.original}"",""textDecoration"":""{tokens.font.decorations.none}""}",STRING,false,false
typography/body/font-family,Dark,tokens/font/typefaces/secondary,STRING,true,false
typography/body/font-size,Dark,tokens/font/sizes/md,STRING,true,false
typography/body/font-weight,Dark,tokens/font/weights/regular,STRING,true,false
typography/body/font-style,Dark,tokens/font/styles/normal,STRING,true,false
typography/body/letter-spacing,Dark,tokens/font/letter-spacings/default,STRING,true,false
typography/body/line-height,Dark,tokens/font/line-heights/default,STRING,true,false
typography/body/text-case,Dark,tokens/font/cases/original,STRING,true,false
typography/body/text-decoration,Dark,tokens/font/decorations/none,STRING,true,false
typography/body-small,Dark,"{""fontFamily"":""{tokens.font.typefaces.secondary}"",""fontSize"":""{tokens.font.sizes.sm}"",""fontWeight"":""{tokens.font.weights.regular}"",""fontStyle"":""{tokens.font.styles.normal}"",""letterSpacing"":""{tokens.font.letter-spacings.wide}"",""lineHeight"":""{tokens.font.line-heights.default}"",""textCase"":""{tokens.font.cases.original}"",""textDecoration"":""{tokens.font.decorations.none}""}",STRING,false,false
typography/body-small/font-family,Dark,tokens/font/typefaces/secondary,STRING,true,false
typography/body-small/font-size,Dark,tokens/font/sizes/sm,STRING,true,false
typography/body-small/font-weight,Dark,tokens/font/weights/regular,STRING,true,false
typography/body-small/font-style,Dark,tokens/font/styles/normal,STRING,true,false
typography/body-small/letter-spacing,Dark,tokens/font/letter-spacings/wide,STRING,true,false
typography/body-small/line-height,Dark,tokens/font/line-heights/default,STRING,true,false
typography/body-small/text-case,Dark,tokens/font/cases/original,STRING,true,false
typography/body-small/text-decoration,Dark,tokens/font/decorations/none,STRING,true,false
typography/caption,Dark,"{""fontFamily"":""{tokens.font.typefaces.primary}"",""fontSize"":""{tokens.font.sizes.xs}"",""fontWeight"":""{tokens.font.weights.regular}"",""fontStyle"":""{tokens.font.styles.normal}"",""letterSpacing"":""{tokens.font.letter-spacings.wide}"",""lineHeight"":""{tokens.font.line-heights.default}"",""textCase"":""{tokens.font.cases.original}"",""textDecoration"":""{tokens.font.decorations.none}""}",STRING,false,false
typography/caption/font-family,Dark,tokens/font/typefaces/primary,STRING,true,false
typography/caption/font-size,Dark,tokens/font/sizes/xs,STRING,true,false
typography/caption/font-weight,Dark,tokens/font/weights/regular,STRING,true,false
typography/caption/font-style,Dark,tokens/font/styles/normal,STRING,true,false
typography/caption/letter-spacing,Dark,tokens/font/letter-spacings/wide,STRING,true,false
typography/caption/line-height,Dark,tokens/font/line-heights/default,STRING,true,false
typography/caption/text-case,Dark,tokens/font/cases/original,STRING,true,false
typography/caption/text-decoration,Dark,tokens/font/decorations/none,STRING,true,false
typography/overline,Dark,"{""fontFamily"":""{tokens.font.typefaces.primary}"",""fontSize"":""{tokens.font.sizes.2xs}"",""fontWeight"":""{tokens.font.weights.medium}"",""fontStyle"":""{tokens.font.styles.normal}"",""letterSpacing"":""{tokens.font.letter-spacings.wide}"",""lineHeight"":""{tokens.font.line-heights.default}"",""textCase"":""{tokens.font.cases.uppercase}"",""textDecoration"":""{tokens.font.decorations.none}""}",STRING,false,false
typography/overline/font-family,Dark,tokens/font/typefaces/primary,STRING,true,false
typography/overline/font-size,Dark,tokens/font/sizes/2xs,STRING,true,false
typography/overline/font-weight,Dark,tokens/font/weights/medium,STRING,true,false
typography/overline/font-style,Dark,tokens/font/styles/normal,STRING,true,false
typography/overline/letter-spacing,Dark,tokens/font/letter-spacings/wide,STRING,true,false
typography/overline/line-height,Dark,tokens/font/line-heights/default,STRING,true,false
typography/overline/text-case,Dark,tokens/font/cases/uppercase,STRING,true,false
typography/overline/text-decoration,Dark,tokens/font/decorations/none,STRING,true,false
