figmaVariableName,mode,value,type,alias,defaultMode
globals/icon/style,0,outline,STRING,false,true
globals/icon/style,1,outline,STRING,false,false
globals/icon/style,2,outline,STRING,false,false
globals/icon/style,3,outline,STRING,false,false
globals/form/properties/label-field-gap-horizontal,0,brand/dimensions/gutters/horizontal,FLOAT,true,true
globals/form/properties/label-field-gap-horizontal,1,brand/dimensions/gutters/horizontal,FLOAT,true,false
globals/form/properties/label-field-gap-horizontal,2,brand/dimensions/gutters/horizontal,FLOAT,true,false
globals/form/properties/label-field-gap-horizontal,3,brand/dimensions/gutters/horizontal,FLOAT,true,false
globals/form/properties/label-field-gap-vertical,0,brand/dimensions/general/default,FLOAT,true,true
globals/form/properties/label-field-gap-vertical,1,brand/dimensions/general/default,FLOAT,true,false
globals/form/properties/label-field-gap-vertical,2,brand/dimensions/general/default,FLOAT,true,false
globals/form/properties/label-field-gap-vertical,3,brand/dimensions/general/default,FLOAT,true,false
globals/form/properties/vertical-item-gap,0,brand/dimensions/general/default,FLOAT,true,true
globals/form/properties/vertical-item-gap,1,brand/dimensions/general/default,FLOAT,true,false
globals/form/properties/vertical-item-gap,2,brand/dimensions/general/default,FLOAT,true,false
globals/form/properties/vertical-item-gap,3,brand/dimensions/general/default,FLOAT,true,false
globals/form/field/colors/background,0,brand/palettes/neutral/000/color/tone,COLOR,true,true
globals/form/field/colors/background,1,brand/palettes/neutral/000/color/tone,COLOR,true,false
globals/form/field/colors/background,2,brand/palettes/neutral/000/color/tone,COLOR,true,false
globals/form/field/colors/background,3,brand/palettes/neutral/000/color/tone,COLOR,true,false
globals/form/field/colors/background-read-only,0,brand/palettes/neutral/100/color/tone,COLOR,true,true
globals/form/field/colors/background-read-only,1,brand/palettes/neutral/100/color/tone,COLOR,true,false
globals/form/field/colors/background-read-only,2,brand/palettes/neutral/100/color/tone,COLOR,true,false
globals/form/field/colors/background-read-only,3,brand/palettes/neutral/100/color/tone,COLOR,true,false
globals/form/field/colors/border,0,brand/palettes/neutral/200/color/tone,COLOR,true,true
globals/form/field/colors/border,1,brand/palettes/neutral/200/color/tone,COLOR,true,false
globals/form/field/colors/border,2,brand/palettes/neutral/200/color/tone,COLOR,true,false
globals/form/field/colors/border,3,brand/palettes/neutral/200/color/tone,COLOR,true,false
globals/form/field/colors/border-focus,0,brand/palettes/palette-1/400/color/tone,COLOR,true,true
globals/form/field/colors/border-focus,1,brand/palettes/palette-1/400/color/tone,COLOR,true,false
globals/form/field/colors/border-focus,2,brand/palettes/palette-1/400/color/tone,COLOR,true,false
globals/form/field/colors/border-focus,3,brand/palettes/palette-1/400/color/tone,COLOR,true,false
globals/form/field/colors/border-selected,0,brand/palettes/palette-1/400/color/tone,COLOR,true,true
globals/form/field/colors/border-selected,1,brand/palettes/palette-1/400/color/tone,COLOR,true,false
globals/form/field/colors/border-selected,2,brand/palettes/palette-1/400/color/tone,COLOR,true,false
globals/form/field/colors/border-selected,3,brand/palettes/palette-1/400/color/tone,COLOR,true,false
globals/form/field/colors/border-error,0,brand/palettes/core-colors/alert/tone,COLOR,true,true
globals/form/field/colors/border-error,1,brand/palettes/core-colors/alert/tone,COLOR,true,false
globals/form/field/colors/border-error,2,brand/palettes/core-colors/alert/tone,COLOR,true,false
globals/form/field/colors/border-error,3,brand/palettes/core-colors/alert/tone,COLOR,true,false
globals/form/field/colors/icon,0,brand/palettes/neutral/000/color/on-tone,COLOR,true,true
globals/form/field/colors/icon,1,brand/palettes/neutral/000/color/on-tone,COLOR,true,false
globals/form/field/colors/icon,2,brand/palettes/neutral/000/color/on-tone,COLOR,true,false
globals/form/field/colors/icon,3,brand/palettes/neutral/000/color/on-tone,COLOR,true,false
globals/form/field/colors/text-valued,0,brand/palettes/neutral/000/color/on-tone,COLOR,true,true
globals/form/field/colors/text-valued,1,brand/palettes/neutral/000/color/on-tone,COLOR,true,false
globals/form/field/colors/text-valued,2,brand/palettes/neutral/000/color/on-tone,COLOR,true,false
globals/form/field/colors/text-valued,3,brand/palettes/neutral/000/color/on-tone,COLOR,true,false
globals/form/field/colors/placeholder-text-opacity,0,brand/text-emphasis/low,FLOAT,true,true
globals/form/field/colors/placeholder-text-opacity,1,brand/text-emphasis/low,FLOAT,true,false
globals/form/field/colors/placeholder-text-opacity,2,brand/text-emphasis/low,FLOAT,true,false
globals/form/field/colors/placeholder-text-opacity,3,brand/text-emphasis/low,FLOAT,true,false
globals/form/field/colors/disabled-background,0,brand/palettes/neutral/100/color/tone,COLOR,true,true
globals/form/field/colors/disabled-background,1,brand/palettes/neutral/100/color/tone,COLOR,true,false
globals/form/field/colors/disabled-background,2,brand/palettes/neutral/100/color/tone,COLOR,true,false
globals/form/field/colors/disabled-background,3,brand/palettes/neutral/100/color/tone,COLOR,true,false
globals/form/field/colors/disabled-text,0,brand/palettes/neutral/400/color/tone,COLOR,true,true
globals/form/field/colors/disabled-text,1,brand/palettes/neutral/400/color/tone,COLOR,true,false
globals/form/field/colors/disabled-text,2,brand/palettes/neutral/400/color/tone,COLOR,true,false
globals/form/field/colors/disabled-text,3,brand/palettes/neutral/400/color/tone,COLOR,true,false
globals/form/field/size/border-radius,0,brand/dimensions/border-radii/default,FLOAT,true,true
globals/form/field/size/border-radius,1,brand/dimensions/border-radii/default,FLOAT,true,false
globals/form/field/size/border-radius,2,brand/dimensions/border-radii/default,FLOAT,true,false
globals/form/field/size/border-radius,3,brand/dimensions/border-radii/default,FLOAT,true,false
globals/form/field/size/border-thickness-default,0,1,FLOAT,false,true
globals/form/field/size/border-thickness-default,1,1,FLOAT,false,false
globals/form/field/size/border-thickness-default,2,1,FLOAT,false,false
globals/form/field/size/border-thickness-default,3,1,FLOAT,false,false
globals/form/field/size/border-thickness-focus,0,2,FLOAT,false,true
globals/form/field/size/border-thickness-focus,1,2,FLOAT,false,false
globals/form/field/size/border-thickness-focus,2,2,FLOAT,false,false
globals/form/field/size/border-thickness-focus,3,2,FLOAT,false,false
globals/form/field/size/icon-text-gap,0,brand/dimensions/general/default,FLOAT,true,true
globals/form/field/size/icon-text-gap,1,brand/dimensions/general/default,FLOAT,true,false
globals/form/field/size/icon-text-gap,2,brand/dimensions/general/default,FLOAT,true,false
globals/form/field/size/icon-text-gap,3,brand/dimensions/general/default,FLOAT,true,false
globals/form/field/size/single-line-input-height,0,48,FLOAT,false,true
globals/form/field/size/single-line-input-height,1,48,FLOAT,false,false
globals/form/field/size/single-line-input-height,2,48,FLOAT,false,false
globals/form/field/size/single-line-input-height,3,48,FLOAT,false,false
globals/form/field/size/horizontal-padding,0,brand/dimensions/general/lg,FLOAT,true,true
globals/form/field/size/horizontal-padding,1,brand/dimensions/general/lg,FLOAT,true,false
globals/form/field/size/horizontal-padding,2,brand/dimensions/general/lg,FLOAT,true,false
globals/form/field/size/horizontal-padding,3,brand/dimensions/general/lg,FLOAT,true,false
globals/form/field/size/icon,0,brand/dimensions/icons/default,FLOAT,true,true
globals/form/field/size/icon,1,brand/dimensions/icons/default,FLOAT,true,false
globals/form/field/size/icon,2,brand/dimensions/icons/default,FLOAT,true,false
globals/form/field/size/icon,3,brand/dimensions/icons/default,FLOAT,true,false
globals/form/field/size/max-width,0,464,FLOAT,false,true
globals/form/field/size/max-width,1,464,FLOAT,false,false
globals/form/field/size/max-width,2,464,FLOAT,false,false
globals/form/field/size/max-width,3,464,FLOAT,false,false
globals/form/field/size/min-width,0,140,FLOAT,false,true
globals/form/field/size/min-width,1,140,FLOAT,false,false
globals/form/field/size/min-width,2,140,FLOAT,false,false
globals/form/field/size/min-width,3,140,FLOAT,false,false
globals/form/field/size/vertical-padding,0,brand/dimensions/general/md,FLOAT,true,true
globals/form/field/size/vertical-padding,1,brand/dimensions/general/md,FLOAT,true,false
globals/form/field/size/vertical-padding,2,brand/dimensions/general/md,FLOAT,true,false
globals/form/field/size/vertical-padding,3,brand/dimensions/general/md,FLOAT,true,false
globals/form/field/size/vertical-gutter,0,brand/dimensions/general/default,FLOAT,true,true
globals/form/field/size/vertical-gutter,1,brand/dimensions/general/default,FLOAT,true,false
globals/form/field/size/vertical-gutter,2,brand/dimensions/general/default,FLOAT,true,false
globals/form/field/size/vertical-gutter,3,brand/dimensions/general/default,FLOAT,true,false
components/button/variants/styles/solid/properties/colors/background,0,brand/layers/layer-0/elements/interactive/tone,COLOR,true,true
components/button/variants/styles/solid/properties/colors/background,1,brand/layers/layer-1/elements/interactive/tone,COLOR,true,false
components/button/variants/styles/solid/properties/colors/background,2,brand/layers/layer-2/elements/interactive/tone,COLOR,true,false
components/button/variants/styles/solid/properties/colors/background,3,brand/layers/layer-3/elements/interactive/tone,COLOR,true,false
components/button/variants/styles/solid/properties/colors/text,0,brand/layers/layer-0/elements/interactive/on-tone,COLOR,true,true
components/button/variants/styles/solid/properties/colors/text,1,brand/layers/layer-1/elements/interactive/on-tone,COLOR,true,false
components/button/variants/styles/solid/properties/colors/text,2,brand/layers/layer-2/elements/interactive/on-tone,COLOR,true,false
components/button/variants/styles/solid/properties/colors/text,3,brand/layers/layer-3/elements/interactive/on-tone,COLOR,true,false
components/button/variants/styles/solid/properties/colors/text-hover,0,brand/layers/layer-0/elements/interactive/on-tone-hover,COLOR,true,true
components/button/variants/styles/solid/properties/colors/text-hover,1,brand/layers/layer-1/elements/interactive/on-tone-hover,COLOR,true,false
components/button/variants/styles/solid/properties/colors/text-hover,2,brand/layers/layer-2/elements/interactive/on-tone-hover,COLOR,true,false
components/button/variants/styles/solid/properties/colors/text-hover,3,brand/layers/layer-3/elements/interactive/on-tone-hover,COLOR,true,false
components/button/variants/styles/solid/properties/colors/border-color,0,brand/layers/layer-0/elements/interactive/tone,COLOR,true,true
components/button/variants/styles/solid/properties/colors/border-color,1,brand/layers/layer-1/properties/border-color,COLOR,true,false
components/button/variants/styles/solid/properties/colors/border-color,2,brand/layers/layer-2/properties/border-color,COLOR,true,false
components/button/variants/styles/solid/properties/colors/border-color,3,brand/layers/layer-3/properties/border-color,COLOR,true,false
components/button/variants/styles/solid/properties/border-size,0,1,FLOAT,false,true
components/button/variants/styles/solid/properties/border-size,1,1,FLOAT,false,false
components/button/variants/styles/solid/properties/border-size,2,1,FLOAT,false,false
components/button/variants/styles/solid/properties/border-size,3,1,FLOAT,false,false
components/button/variants/styles/text/properties/colors/background,0,"rgba(0,0,0,0)",COLOR,false,true
components/button/variants/styles/text/properties/colors/background,1,"rgba(0,0,0,0)",COLOR,false,false
components/button/variants/styles/text/properties/colors/background,2,"rgba(0,0,0,0)",COLOR,false,false
components/button/variants/styles/text/properties/colors/background,3,"rgba(0,0,0,0)",COLOR,false,false
components/button/variants/styles/text/properties/colors/text,0,brand/layers/layer-0/elements/interactive/tone,COLOR,true,true
components/button/variants/styles/text/properties/colors/text,1,brand/layers/layer-1/elements/interactive/tone,COLOR,true,false
components/button/variants/styles/text/properties/colors/text,2,brand/layers/layer-2/elements/interactive/tone,COLOR,true,false
components/button/variants/styles/text/properties/colors/text,3,brand/layers/layer-3/elements/interactive/tone,COLOR,true,false
components/button/variants/styles/text/properties/colors/text-hover,0,brand/layers/layer-0/elements/interactive/tone-hover,COLOR,true,true
components/button/variants/styles/text/properties/colors/text-hover,1,brand/layers/layer-1/elements/interactive/tone-hover,COLOR,true,false
components/button/variants/styles/text/properties/colors/text-hover,2,brand/layers/layer-2/elements/interactive/tone-hover,COLOR,true,false
components/button/variants/styles/text/properties/colors/text-hover,3,brand/layers/layer-3/elements/interactive/tone-hover,COLOR,true,false
components/button/variants/styles/text/properties/colors/border-color,0,"rgba(0,0,0,0)",COLOR,false,true
components/button/variants/styles/text/properties/colors/border-color,1,"rgba(0,0,0,0)",COLOR,false,false
components/button/variants/styles/text/properties/colors/border-color,2,"rgba(0,0,0,0)",COLOR,false,false
components/button/variants/styles/text/properties/colors/border-color,3,brand/layers/layer-3/properties/border-color,COLOR,true,false
components/button/variants/styles/text/properties/border-size,0,1,FLOAT,false,true
components/button/variants/styles/text/properties/border-size,1,1,FLOAT,false,false
components/button/variants/styles/text/properties/border-size,2,1,FLOAT,false,false
components/button/variants/styles/text/properties/border-size,3,1,FLOAT,false,false
components/button/variants/styles/outline/properties/colors/background,0,"rgba(0,0,0,0)",COLOR,false,true
components/button/variants/styles/outline/properties/colors/background,1,"rgba(0,0,0,0)",COLOR,false,false
components/button/variants/styles/outline/properties/colors/background,2,"rgba(0,0,0,0)",COLOR,false,false
components/button/variants/styles/outline/properties/colors/background,3,"rgba(0,0,0,0)",COLOR,false,false
components/button/variants/styles/outline/properties/colors/text,0,brand/layers/layer-0/elements/interactive/tone,COLOR,true,true
components/button/variants/styles/outline/properties/colors/text,1,brand/layers/layer-1/elements/interactive/tone,COLOR,true,false
components/button/variants/styles/outline/properties/colors/text,2,brand/layers/layer-2/elements/interactive/tone,COLOR,true,false
components/button/variants/styles/outline/properties/colors/text,3,brand/layers/layer-3/elements/interactive/tone,COLOR,true,false
components/button/variants/styles/outline/properties/colors/text-hover,0,brand/layers/layer-0/elements/interactive/tone-hover,COLOR,true,true
components/button/variants/styles/outline/properties/colors/text-hover,1,brand/layers/layer-1/elements/interactive/tone-hover,COLOR,true,false
components/button/variants/styles/outline/properties/colors/text-hover,2,brand/layers/layer-2/elements/interactive/tone-hover,COLOR,true,false
components/button/variants/styles/outline/properties/colors/text-hover,3,brand/layers/layer-3/elements/interactive/tone-hover,COLOR,true,false
components/button/variants/styles/outline/properties/colors/border-color,0,brand/layers/layer-0/elements/interactive/tone,COLOR,true,true
components/button/variants/styles/outline/properties/colors/border-color,1,brand/layers/layer-1/elements/interactive/tone,COLOR,true,false
components/button/variants/styles/outline/properties/colors/border-color,2,brand/layers/layer-1/elements/interactive/tone,COLOR,true,false
components/button/variants/styles/outline/properties/colors/border-color,3,brand/layers/layer-1/elements/interactive/tone,COLOR,true,false
components/button/variants/styles/outline/properties/border-size,0,1,FLOAT,false,true
components/button/variants/styles/outline/properties/border-size,1,1,FLOAT,false,false
components/button/variants/styles/outline/properties/border-size,2,1,FLOAT,false,false
components/button/variants/styles/outline/properties/border-size,3,1,FLOAT,false,false
components/button/variants/sizes/default/properties/icon,0,brand/dimensions/icons/default,FLOAT,true,true
components/button/variants/sizes/default/properties/icon,1,brand/dimensions/icons/default,FLOAT,true,false
components/button/variants/sizes/default/properties/icon,2,brand/dimensions/icons/default,FLOAT,true,false
components/button/variants/sizes/default/properties/icon,3,brand/dimensions/icons/default,FLOAT,true,false
components/button/variants/sizes/default/properties/height,0,48,FLOAT,false,true
components/button/variants/sizes/default/properties/height,1,48,FLOAT,false,false
components/button/variants/sizes/default/properties/height,2,48,FLOAT,false,false
components/button/variants/sizes/default/properties/height,3,48,FLOAT,false,false
components/button/variants/sizes/default/properties/min-width,0,48,FLOAT,false,true
components/button/variants/sizes/default/properties/min-width,1,48,FLOAT,false,false
components/button/variants/sizes/default/properties/min-width,2,48,FLOAT,false,false
components/button/variants/sizes/default/properties/min-width,3,48,FLOAT,false,false
components/button/variants/sizes/default/properties/horizontal-padding,0,brand/dimensions/general/lg,FLOAT,true,true
components/button/variants/sizes/default/properties/horizontal-padding,1,brand/dimensions/general/lg,FLOAT,true,false
components/button/variants/sizes/default/properties/horizontal-padding,2,brand/dimensions/general/lg,FLOAT,true,false
components/button/variants/sizes/default/properties/horizontal-padding,3,brand/dimensions/general/lg,FLOAT,true,false
components/button/variants/sizes/default/properties/icon-text-gap,0,brand/dimensions/general/default,FLOAT,true,true
components/button/variants/sizes/default/properties/icon-text-gap,1,brand/dimensions/general/default,FLOAT,true,false
components/button/variants/sizes/default/properties/icon-text-gap,2,brand/dimensions/general/default,FLOAT,true,false
components/button/variants/sizes/default/properties/icon-text-gap,3,brand/dimensions/general/default,FLOAT,true,false
components/button/variants/sizes/small/properties/icon,0,brand/dimensions/icons/sm,FLOAT,true,true
components/button/variants/sizes/small/properties/icon,1,brand/dimensions/icons/sm,FLOAT,true,false
components/button/variants/sizes/small/properties/icon,2,brand/dimensions/icons/sm,FLOAT,true,false
components/button/variants/sizes/small/properties/icon,3,brand/dimensions/icons/sm,FLOAT,true,false
components/button/variants/sizes/small/properties/height,0,32,FLOAT,false,true
components/button/variants/sizes/small/properties/height,1,32,FLOAT,false,false
components/button/variants/sizes/small/properties/height,2,32,FLOAT,false,false
components/button/variants/sizes/small/properties/height,3,32,FLOAT,false,false
components/button/variants/sizes/small/properties/min-width,0,32,FLOAT,false,true
components/button/variants/sizes/small/properties/min-width,1,32,FLOAT,false,false
components/button/variants/sizes/small/properties/min-width,2,32,FLOAT,false,false
components/button/variants/sizes/small/properties/min-width,3,32,FLOAT,false,false
components/button/variants/sizes/small/properties/horizontal-padding,0,brand/dimensions/general/md,FLOAT,true,true
components/button/variants/sizes/small/properties/horizontal-padding,1,brand/dimensions/general/md,FLOAT,true,false
components/button/variants/sizes/small/properties/horizontal-padding,2,brand/dimensions/general/md,FLOAT,true,false
components/button/variants/sizes/small/properties/horizontal-padding,3,brand/dimensions/general/md,FLOAT,true,false
components/button/variants/sizes/small/properties/icon-text-gap,0,brand/dimensions/general/sm,FLOAT,true,true
components/button/variants/sizes/small/properties/icon-text-gap,1,brand/dimensions/general/sm,FLOAT,true,false
components/button/variants/sizes/small/properties/icon-text-gap,2,brand/dimensions/general/sm,FLOAT,true,false
components/button/variants/sizes/small/properties/icon-text-gap,3,brand/dimensions/general/sm,FLOAT,true,false
components/button/properties/text/font-family,0,tokens/font/typefaces/primary,STRING,true,true
components/button/properties/text/font-family,1,tokens/font/typefaces/primary,STRING,true,false
components/button/properties/text/font-family,2,tokens/font/typefaces/primary,STRING,true,false
components/button/properties/text/font-family,3,tokens/font/typefaces/primary,STRING,true,false
components/button/properties/text/font-size,0,tokens/font/sizes/sm,FLOAT,true,true
components/button/properties/text/font-size,1,tokens/font/sizes/sm,FLOAT,true,false
components/button/properties/text/font-size,2,tokens/font/sizes/sm,FLOAT,true,false
components/button/properties/text/font-size,3,tokens/font/sizes/sm,FLOAT,true,false
components/button/properties/text/font-weight,0,tokens/font/weights/regular,FLOAT,true,true
components/button/properties/text/font-weight,1,tokens/font/weights/regular,FLOAT,true,false
components/button/properties/text/font-weight,2,tokens/font/weights/regular,FLOAT,true,false
components/button/properties/text/font-weight,3,tokens/font/weights/regular,FLOAT,true,false
components/button/properties/text/letter-spacing,0,tokens/font/letter-spacings/default,STRING,true,true
components/button/properties/text/letter-spacing,1,tokens/font/letter-spacings/default,STRING,true,false
components/button/properties/text/letter-spacing,2,tokens/font/letter-spacings/default,STRING,true,false
components/button/properties/text/letter-spacing,3,tokens/font/letter-spacings/default,STRING,true,false
components/button/properties/text/line-height,0,tokens/font/line-heights/default,FLOAT,true,true
components/button/properties/text/line-height,1,tokens/font/line-heights/default,FLOAT,true,false
components/button/properties/text/line-height,2,tokens/font/line-heights/default,FLOAT,true,false
components/button/properties/text/line-height,3,tokens/font/line-heights/default,FLOAT,true,false
components/button/properties/text/text-decoration,0,none,STRING,false,true
components/button/properties/text/text-decoration,1,none,STRING,false,false
components/button/properties/text/text-decoration,2,none,STRING,false,false
components/button/properties/text/text-decoration,3,none,STRING,false,false
components/button/properties/text/text-transform,0,none,STRING,false,true
components/button/properties/text/text-transform,1,none,STRING,false,false
components/button/properties/text/text-transform,2,none,STRING,false,false
components/button/properties/text/text-transform,3,none,STRING,false,false
components/button/properties/text/font-style,0,normal,STRING,false,true
components/button/properties/text/font-style,1,normal,STRING,false,false
components/button/properties/text/font-style,2,normal,STRING,false,false
components/button/properties/text/font-style,3,normal,STRING,false,false
components/button/properties/border-radius,0,brand/dimensions/border-radii/xl,FLOAT,true,true
components/button/properties/border-radius,1,brand/dimensions/border-radii/xl,FLOAT,true,false
components/button/properties/border-radius,2,brand/dimensions/border-radii/xl,FLOAT,true,false
components/button/properties/border-radius,3,brand/dimensions/border-radii/xl,FLOAT,true,false
components/button/properties/max-width,0,500,FLOAT,false,true
components/button/properties/max-width,1,500,FLOAT,false,false
components/button/properties/max-width,2,500,FLOAT,false,false
components/button/properties/max-width,3,500,FLOAT,false,false
components/button/properties/elevation,0,brand/elevations/elevation-0,STRING,true,true
components/button/properties/elevation,1,brand/elevations/elevation-0,STRING,true,false
components/button/properties/elevation,2,brand/elevations/elevation-0,STRING,true,false
components/button/properties/elevation,3,brand/elevations/elevation-0,STRING,true,false
components/toast/variants/styles/default/properties/colors/background,0,brand/palettes/neutral/050/color/tone,COLOR,true,true
components/toast/variants/styles/default/properties/colors/background,1,brand/palettes/neutral/100/color/tone,COLOR,true,false
components/toast/variants/styles/default/properties/colors/background,2,brand/palettes/neutral/100/color/tone,COLOR,true,false
components/toast/variants/styles/default/properties/colors/background,3,brand/palettes/neutral/100/color/tone,COLOR,true,false
components/toast/variants/styles/default/properties/colors/text,0,brand/palettes/neutral/050/color/on-tone,COLOR,true,true
components/toast/variants/styles/default/properties/colors/text,1,brand/palettes/neutral/100/color/on-tone,COLOR,true,false
components/toast/variants/styles/default/properties/colors/text,2,brand/palettes/neutral/100/color/on-tone,COLOR,true,false
components/toast/variants/styles/default/properties/colors/text,3,brand/palettes/neutral/100/color/on-tone,COLOR,true,false
components/toast/variants/styles/default/properties/colors/button,0,brand/layers/layer-0/elements/interactive/tone,COLOR,true,true
components/toast/variants/styles/default/properties/colors/button,1,brand/layers/layer-1/elements/interactive/tone,COLOR,true,false
components/toast/variants/styles/default/properties/colors/button,2,brand/layers/layer-2/elements/interactive/tone,COLOR,true,false
components/toast/variants/styles/default/properties/colors/button,3,brand/layers/layer-3/elements/interactive/tone,COLOR,true,false
components/toast/variants/styles/success/properties/colors/background,0,brand/palettes/core-colors/success/tone,COLOR,true,true
components/toast/variants/styles/success/properties/colors/background,1,brand/palettes/core-colors/success/tone,COLOR,true,false
components/toast/variants/styles/success/properties/colors/background,2,brand/palettes/core-colors/success/tone,COLOR,true,false
components/toast/variants/styles/success/properties/colors/background,3,brand/palettes/core-colors/success/tone,COLOR,true,false
components/toast/variants/styles/success/properties/colors/button,0,brand/palettes/core-colors/success/interactive,COLOR,true,true
components/toast/variants/styles/success/properties/colors/button,1,brand/palettes/core-colors/success/interactive,COLOR,true,false
components/toast/variants/styles/success/properties/colors/button,2,brand/palettes/core-colors/success/interactive,COLOR,true,false
components/toast/variants/styles/success/properties/colors/button,3,brand/palettes/core-colors/success/interactive,COLOR,true,false
components/toast/variants/styles/success/properties/colors/text,0,brand/palettes/core-colors/success/on-tone,COLOR,true,true
components/toast/variants/styles/success/properties/colors/text,1,brand/palettes/core-colors/success/on-tone,COLOR,true,false
components/toast/variants/styles/success/properties/colors/text,2,brand/palettes/core-colors/success/on-tone,COLOR,true,false
components/toast/variants/styles/success/properties/colors/text,3,brand/palettes/core-colors/success/on-tone,COLOR,true,false
components/toast/variants/styles/error/properties/colors/background,0,brand/palettes/core-colors/alert/tone,COLOR,true,true
components/toast/variants/styles/error/properties/colors/background,1,brand/palettes/core-colors/alert/tone,COLOR,true,false
components/toast/variants/styles/error/properties/colors/background,2,brand/palettes/core-colors/alert/tone,COLOR,true,false
components/toast/variants/styles/error/properties/colors/background,3,brand/palettes/core-colors/alert/tone,COLOR,true,false
components/toast/variants/styles/error/properties/colors/button,0,brand/palettes/core-colors/alert/interactive,COLOR,true,true
components/toast/variants/styles/error/properties/colors/button,1,brand/palettes/core-colors/alert/interactive,COLOR,true,false
components/toast/variants/styles/error/properties/colors/button,2,brand/palettes/core-colors/alert/interactive,COLOR,true,false
components/toast/variants/styles/error/properties/colors/button,3,brand/palettes/core-colors/alert/interactive,COLOR,true,false
components/toast/variants/styles/error/properties/colors/text,0,brand/palettes/core-colors/alert/on-tone,COLOR,true,true
components/toast/variants/styles/error/properties/colors/text,1,brand/palettes/core-colors/alert/on-tone,COLOR,true,false
components/toast/variants/styles/error/properties/colors/text,2,brand/palettes/core-colors/alert/on-tone,COLOR,true,false
components/toast/variants/styles/error/properties/colors/text,3,brand/palettes/core-colors/alert/on-tone,COLOR,true,false
components/toast/properties/vertical-padding,0,brand/dimensions/general/default,FLOAT,true,true
components/toast/properties/vertical-padding,1,brand/dimensions/general/default,FLOAT,true,false
components/toast/properties/vertical-padding,2,brand/dimensions/general/default,FLOAT,true,false
components/toast/properties/vertical-padding,3,brand/dimensions/general/default,FLOAT,true,false
components/toast/properties/horizontal-padding,0,brand/dimensions/general/lg,FLOAT,true,true
components/toast/properties/horizontal-padding,1,brand/dimensions/general/lg,FLOAT,true,false
components/toast/properties/horizontal-padding,2,brand/dimensions/general/lg,FLOAT,true,false
components/toast/properties/horizontal-padding,3,brand/dimensions/general/lg,FLOAT,true,false
components/toast/properties/spacing,0,brand/dimensions/general/md,FLOAT,true,true
components/toast/properties/spacing,1,brand/dimensions/general/md,FLOAT,true,false
components/toast/properties/spacing,2,brand/dimensions/general/md,FLOAT,true,false
components/toast/properties/spacing,3,brand/dimensions/general/md,FLOAT,true,false
components/toast/properties/min-width,0,384,FLOAT,false,true
components/toast/properties/min-width,1,384,FLOAT,false,false
components/toast/properties/min-width,2,384,FLOAT,false,false
components/toast/properties/min-width,3,384,FLOAT,false,false
components/toast/properties/max-width,0,624,FLOAT,false,true
components/toast/properties/max-width,1,624,FLOAT,false,false
components/toast/properties/max-width,2,624,FLOAT,false,false
components/toast/properties/max-width,3,624,FLOAT,false,false
components/toast/properties/min-height,0,48,FLOAT,false,true
components/toast/properties/min-height,1,48,FLOAT,false,false
components/toast/properties/min-height,2,48,FLOAT,false,false
components/toast/properties/min-height,3,48,FLOAT,false,false
components/toast/properties/icon,0,brand/dimensions/icons/default,FLOAT,true,true
components/toast/properties/icon,1,brand/dimensions/icons/default,FLOAT,true,false
components/toast/properties/icon,2,brand/dimensions/icons/default,FLOAT,true,false
components/toast/properties/icon,3,brand/dimensions/icons/default,FLOAT,true,false
components/toast/properties/text/font-family,0,tokens/font/typefaces/primary,STRING,true,true
components/toast/properties/text/font-family,1,tokens/font/typefaces/primary,STRING,true,false
components/toast/properties/text/font-family,2,tokens/font/typefaces/primary,STRING,true,false
components/toast/properties/text/font-family,3,tokens/font/typefaces/primary,STRING,true,false
components/toast/properties/text/font-size,0,tokens/font/sizes/sm,FLOAT,true,true
components/toast/properties/text/font-size,1,tokens/font/sizes/sm,FLOAT,true,false
components/toast/properties/text/font-size,2,tokens/font/sizes/sm,FLOAT,true,false
components/toast/properties/text/font-size,3,tokens/font/sizes/sm,FLOAT,true,false
components/toast/properties/text/font-weight,0,tokens/font/weights/regular,FLOAT,true,true
components/toast/properties/text/font-weight,1,tokens/font/weights/regular,FLOAT,true,false
components/toast/properties/text/font-weight,2,tokens/font/weights/regular,FLOAT,true,false
components/toast/properties/text/font-weight,3,tokens/font/weights/regular,FLOAT,true,false
components/toast/properties/text/letter-spacing,0,tokens/font/letter-spacings/default,STRING,true,true
components/toast/properties/text/letter-spacing,1,tokens/font/letter-spacings/default,STRING,true,false
components/toast/properties/text/letter-spacing,2,tokens/font/letter-spacings/default,STRING,true,false
components/toast/properties/text/letter-spacing,3,tokens/font/letter-spacings/default,STRING,true,false
components/toast/properties/text/line-height,0,tokens/font/line-heights/default,FLOAT,true,true
components/toast/properties/text/line-height,1,tokens/font/line-heights/default,FLOAT,true,false
components/toast/properties/text/line-height,2,tokens/font/line-heights/default,FLOAT,true,false
components/toast/properties/text/line-height,3,tokens/font/line-heights/default,FLOAT,true,false
components/toast/properties/text/text-decoration,0,none,STRING,false,true
components/toast/properties/text/text-decoration,1,none,STRING,false,false
components/toast/properties/text/text-decoration,2,none,STRING,false,false
components/toast/properties/text/text-decoration,3,none,STRING,false,false
components/toast/properties/text/text-transform,0,none,STRING,false,true
components/toast/properties/text/text-transform,1,none,STRING,false,false
components/toast/properties/text/text-transform,2,none,STRING,false,false
components/toast/properties/text/text-transform,3,none,STRING,false,false
