collection,figmaVariableName,mode,value,type,alias,defaultMode
layer,components/button/variants/sizes/small/properties/height,2,32,FLOAT,false,false
layer,components/button/variants/sizes/small/properties/height,3,32,FLOAT,false,false
layer,components/button/variants/sizes/small/properties/min-width,0,32,FLOAT,false,true
layer,components/button/variants/sizes/small/properties/min-width,1,32,FLOAT,false,false
layer,components/button/variants/sizes/small/properties/min-width,2,32,FLOAT,false,false
layer,components/button/variants/sizes/small/properties/min-width,3,32,FLOAT,false,false
layer,components/button/variants/sizes/small/properties/horizontal-padding,0,brand/dimensions/general/md,FLOAT,true,true
layer,components/button/variants/sizes/small/properties/horizontal-padding,1,brand/dimensions/general/md,FLOAT,true,false
layer,components/button/variants/sizes/small/properties/horizontal-padding,2,brand/dimensions/general/md,FLOAT,true,false
layer,components/button/variants/sizes/small/properties/horizontal-padding,3,brand/dimensions/general/md,FLOAT,true,false
layer,components/button/variants/sizes/small/properties/icon-text-gap,0,brand/dimensions/general/sm,FLOAT,true,true
layer,components/button/variants/sizes/small/properties/icon-text-gap,1,brand/dimensions/general/sm,FLOAT,true,false
layer,components/button/variants/sizes/small/properties/icon-text-gap,2,brand/dimensions/general/sm,FLOAT,true,false
layer,components/button/variants/sizes/small/properties/icon-text-gap,3,brand/dimensions/general/sm,FLOAT,true,false
layer,components/button/properties/text/font-family,0,tokens/font/typefaces/primary,STRING,true,true
layer,components/button/properties/text/font-family,1,tokens/font/typefaces/primary,STRING,true,false
layer,components/button/properties/text/font-family,2,tokens/font/typefaces/primary,STRING,true,false
layer,components/button/properties/text/font-family,3,tokens/font/typefaces/primary,STRING,true,false
layer,components/button/properties/text/font-size,0,tokens/font/sizes/sm,FLOAT,true,true
layer,components/button/properties/text/font-size,1,tokens/font/sizes/sm,FLOAT,true,false
layer,components/button/properties/text/font-size,2,tokens/font/sizes/sm,FLOAT,true,false
layer,components/button/properties/text/font-size,3,tokens/font/sizes/sm,FLOAT,true,false
layer,components/button/properties/text/font-weight,0,tokens/font/weights/regular,FLOAT,true,true
layer,components/button/properties/text/font-weight,1,tokens/font/weights/regular,FLOAT,true,false
layer,components/button/properties/text/font-weight,2,tokens/font/weights/regular,FLOAT,true,false
layer,components/button/properties/text/font-weight,3,tokens/font/weights/regular,FLOAT,true,false
layer,components/button/properties/text/letter-spacing,0,tokens/font/letter-spacings/default,STRING,true,true
layer,components/button/properties/text/letter-spacing,1,tokens/font/letter-spacings/default,STRING,true,false
layer,components/button/properties/text/letter-spacing,2,tokens/font/letter-spacings/default,STRING,true,false
layer,components/button/properties/text/letter-spacing,3,tokens/font/letter-spacings/default,STRING,true,false
layer,components/button/properties/text/line-height,0,tokens/font/line-heights/default,FLOAT,true,true
layer,components/button/properties/text/line-height,1,tokens/font/line-heights/default,FLOAT,true,false
layer,components/button/properties/text/line-height,2,tokens/font/line-heights/default,FLOAT,true,false
layer,components/button/properties/text/line-height,3,tokens/font/line-heights/default,FLOAT,true,false
layer,components/button/properties/text/text-decoration,0,none,STRING,false,true
layer,components/button/properties/text/text-decoration,1,none,STRING,false,false
layer,components/button/properties/text/text-decoration,2,none,STRING,false,false
layer,components/button/properties/text/text-decoration,3,none,STRING,false,false
layer,components/button/properties/text/text-transform,0,none,STRING,false,true
layer,components/button/properties/text/text-transform,1,none,STRING,false,false
layer,components/button/properties/text/text-transform,2,none,STRING,false,false
layer,components/button/properties/text/text-transform,3,none,STRING,false,false
layer,components/button/properties/text/font-style,0,normal,STRING,false,true
layer,components/button/properties/text/font-style,1,normal,STRING,false,false
layer,components/button/properties/text/font-style,2,normal,STRING,false,false
layer,components/button/properties/text/font-style,3,normal,STRING,false,false
layer,components/button/properties/border-radius,0,brand/dimensions/border-radii/xl,FLOAT,true,true
layer,components/button/properties/border-radius,1,brand/dimensions/border-radii/xl,FLOAT,true,false
layer,components/button/properties/border-radius,2,brand/dimensions/border-radii/xl,FLOAT,true,false
layer,components/button/properties/border-radius,3,brand/dimensions/border-radii/xl,FLOAT,true,false
layer,components/button/properties/max-width,0,500,FLOAT,false,true
layer,components/button/properties/max-width,1,500,FLOAT,false,false
layer,components/button/properties/max-width,2,500,FLOAT,false,false
layer,components/button/properties/max-width,3,500,FLOAT,false,false
layer,components/button/properties/elevation,0,brand/elevations/elevation-0,STRING,true,true
layer,components/button/properties/elevation,1,brand/elevations/elevation-0,STRING,true,false
layer,components/button/properties/elevation,2,brand/elevations/elevation-0,STRING,true,false
layer,components/button/properties/elevation,3,brand/elevations/elevation-0,STRING,true,false
layer,components/toast/variants/styles/default/properties/colors/background,0,brand/palettes/neutral/050/color/tone,COLOR,true,true
layer,components/toast/variants/styles/default/properties/colors/background,1,brand/palettes/neutral/100/color/tone,COLOR,true,false
layer,components/toast/variants/styles/default/properties/colors/background,2,brand/palettes/neutral/100/color/tone,COLOR,true,false
layer,components/toast/variants/styles/default/properties/colors/background,3,brand/palettes/neutral/100/color/tone,COLOR,true,false
layer,components/toast/variants/styles/default/properties/colors/text,0,brand/palettes/neutral/050/color/on-tone,COLOR,true,true
layer,components/toast/variants/styles/default/properties/colors/text,1,brand/palettes/neutral/100/color/on-tone,COLOR,true,false
layer,components/toast/variants/styles/default/properties/colors/text,2,brand/palettes/neutral/100/color/on-tone,COLOR,true,false
layer,components/toast/variants/styles/default/properties/colors/text,3,brand/palettes/neutral/100/color/on-tone,COLOR,true,false
layer,components/toast/variants/styles/default/properties/colors/button,0,brand/layers/layer-0/elements/interactive/tone,COLOR,true,true
layer,components/toast/variants/styles/default/properties/colors/button,1,brand/layers/layer-1/elements/interactive/tone,COLOR,true,false
layer,components/toast/variants/styles/default/properties/colors/button,2,brand/layers/layer-2/elements/interactive/tone,COLOR,true,false
layer,components/toast/variants/styles/default/properties/colors/button,3,brand/layers/layer-3/elements/interactive/tone,COLOR,true,false
layer,components/toast/variants/styles/success/properties/colors/background,0,brand/palettes/core-colors/success/tone,COLOR,true,true
layer,components/toast/variants/styles/success/properties/colors/background,1,brand/palettes/core-colors/success/tone,COLOR,true,false
layer,components/toast/variants/styles/success/properties/colors/background,2,brand/palettes/core-colors/success/tone,COLOR,true,false
layer,components/toast/variants/styles/success/properties/colors/background,3,brand/palettes/core-colors/success/tone,COLOR,true,false
layer,components/toast/variants/styles/success/properties/colors/button,0,brand/palettes/core-colors/success/interactive,COLOR,true,true
layer,components/toast/variants/styles/success/properties/colors/button,1,brand/palettes/core-colors/success/interactive,COLOR,true,false
layer,components/toast/variants/styles/success/properties/colors/button,2,brand/palettes/core-colors/success/interactive,COLOR,true,false
layer,components/toast/variants/styles/success/properties/colors/button,3,brand/palettes/core-colors/success/interactive,COLOR,true,false
layer,components/toast/variants/styles/success/properties/colors/text,0,brand/palettes/core-colors/success/on-tone,COLOR,true,true
layer,components/toast/variants/styles/success/properties/colors/text,1,brand/palettes/core-colors/success/on-tone,COLOR,true,false
layer,components/toast/variants/styles/success/properties/colors/text,2,brand/palettes/core-colors/success/on-tone,COLOR,true,false
layer,components/toast/variants/styles/success/properties/colors/text,3,brand/palettes/core-colors/success/on-tone,COLOR,true,false
layer,components/toast/variants/styles/error/properties/colors/background,0,brand/palettes/core-colors/alert/tone,COLOR,true,true
layer,components/toast/variants/styles/error/properties/colors/background,1,brand/palettes/core-colors/alert/tone,COLOR,true,false
layer,components/toast/variants/styles/error/properties/colors/background,2,brand/palettes/core-colors/alert/tone,COLOR,true,false
layer,components/toast/variants/styles/error/properties/colors/background,3,brand/palettes/core-colors/alert/tone,COLOR,true,false
layer,components/toast/variants/styles/error/properties/colors/button,0,brand/palettes/core-colors/alert/interactive,COLOR,true,true
layer,components/toast/variants/styles/error/properties/colors/button,1,brand/palettes/core-colors/alert/interactive,COLOR,true,false
layer,components/toast/variants/styles/error/properties/colors/button,2,brand/palettes/core-colors/alert/interactive,COLOR,true,false
layer,components/toast/variants/styles/error/properties/colors/button,3,brand/palettes/core-colors/alert/interactive,COLOR,true,false
layer,components/toast/variants/styles/error/properties/colors/text,0,brand/palettes/core-colors/alert/on-tone,COLOR,true,true
layer,components/toast/variants/styles/error/properties/colors/text,1,brand/palettes/core-colors/alert/on-tone,COLOR,true,false
layer,components/toast/variants/styles/error/properties/colors/text,2,brand/palettes/core-colors/alert/on-tone,COLOR,true,false
layer,components/toast/variants/styles/error/properties/colors/text,3,brand/palettes/core-colors/alert/on-tone,COLOR,true,false
layer,components/toast/properties/vertical-padding,0,brand/dimensions/general/default,FLOAT,true,true
layer,components/toast/properties/vertical-padding,1,brand/dimensions/general/default,FLOAT,true,false
layer,components/toast/properties/vertical-padding,2,brand/dimensions/general/default,FLOAT,true,false
layer,components/toast/properties/vertical-padding,3,brand/dimensions/general/default,FLOAT,true,false
layer,components/toast/properties/horizontal-padding,0,brand/dimensions/general/lg,FLOAT,true,true
layer,components/toast/properties/horizontal-padding,1,brand/dimensions/general/lg,FLOAT,true,false
layer,components/toast/properties/horizontal-padding,2,brand/dimensions/general/lg,FLOAT,true,false
layer,components/toast/properties/horizontal-padding,3,brand/dimensions/general/lg,FLOAT,true,false
layer,components/toast/properties/spacing,0,brand/dimensions/general/md,FLOAT,true,true
layer,components/toast/properties/spacing,1,brand/dimensions/general/md,FLOAT,true,false
layer,components/toast/properties/spacing,2,brand/dimensions/general/md,FLOAT,true,false
layer,components/toast/properties/spacing,3,brand/dimensions/general/md,FLOAT,true,false
layer,components/toast/properties/min-width,0,384,FLOAT,false,true
layer,components/toast/properties/min-width,1,384,FLOAT,false,false
layer,components/toast/properties/min-width,2,384,FLOAT,false,false
layer,components/toast/properties/min-width,3,384,FLOAT,false,false
layer,components/toast/properties/max-width,0,624,FLOAT,false,true
layer,components/toast/properties/max-width,1,624,FLOAT,false,false
layer,components/toast/properties/max-width,2,624,FLOAT,false,false
layer,components/toast/properties/max-width,3,624,FLOAT,false,false
layer,components/toast/properties/min-height,0,48,FLOAT,false,true
layer,components/toast/properties/min-height,1,48,FLOAT,false,false
layer,components/toast/properties/min-height,2,48,FLOAT,false,false
layer,components/toast/properties/min-height,3,48,FLOAT,false,false
layer,components/toast/properties/icon,0,brand/dimensions/icons/default,FLOAT,true,true
layer,components/toast/properties/icon,1,brand/dimensions/icons/default,FLOAT,true,false
layer,components/toast/properties/icon,2,brand/dimensions/icons/default,FLOAT,true,false
layer,components/toast/properties/icon,3,brand/dimensions/icons/default,FLOAT,true,false
layer,components/toast/properties/text/font-family,0,tokens/font/typefaces/primary,STRING,true,true
layer,components/toast/properties/text/font-family,1,tokens/font/typefaces/primary,STRING,true,false
layer,components/toast/properties/text/font-family,2,tokens/font/typefaces/primary,STRING,true,false
layer,components/toast/properties/text/font-family,3,tokens/font/typefaces/primary,STRING,true,false
layer,components/toast/properties/text/font-size,0,tokens/font/sizes/sm,FLOAT,true,true
layer,components/toast/properties/text/font-size,1,tokens/font/sizes/sm,FLOAT,true,false
layer,components/toast/properties/text/font-size,2,tokens/font/sizes/sm,FLOAT,true,false
layer,components/toast/properties/text/font-size,3,tokens/font/sizes/sm,FLOAT,true,false
layer,components/toast/properties/text/font-weight,0,tokens/font/weights/regular,FLOAT,true,true
layer,components/toast/properties/text/font-weight,1,tokens/font/weights/regular,FLOAT,true,false
layer,components/toast/properties/text/font-weight,2,tokens/font/weights/regular,FLOAT,true,false
layer,components/toast/properties/text/font-weight,3,tokens/font/weights/regular,FLOAT,true,false
layer,components/toast/properties/text/letter-spacing,0,tokens/font/letter-spacings/default,STRING,true,true
layer,components/toast/properties/text/letter-spacing,1,tokens/font/letter-spacings/default,STRING,true,false
layer,components/toast/properties/text/letter-spacing,2,tokens/font/letter-spacings/default,STRING,true,false
layer,components/toast/properties/text/letter-spacing,3,tokens/font/letter-spacings/default,STRING,true,false
layer,components/toast/properties/text/line-height,0,tokens/font/line-heights/default,FLOAT,true,true
layer,components/toast/properties/text/line-height,1,tokens/font/line-heights/default,FLOAT,true,false
layer,components/toast/properties/text/line-height,2,tokens/font/line-heights/default,FLOAT,true,false
layer,components/toast/properties/text/line-height,3,tokens/font/line-heights/default,FLOAT,true,false
layer,components/toast/properties/text/text-decoration,0,none,STRING,false,true
layer,components/toast/properties/text/text-decoration,1,none,STRING,false,false
layer,components/toast/properties/text/text-decoration,2,none,STRING,false,false
layer,components/toast/properties/text/text-decoration,3,none,STRING,false,false
layer,components/toast/properties/text/text-transform,0,none,STRING,false,true
layer,components/toast/properties/text/text-transform,1,none,STRING,false,false
layer,components/toast/properties/text/text-transform,2,none,STRING,false,false
layer,components/toast/properties/text/text-transform,3,none,STRING,false,false
layer,components/toast/properties/text/font-style,0,normal,STRING,false,true
layer,components/toast/properties/text/font-style,1,normal,STRING,false,false
layer,components/toast/properties/text/font-style,2,normal,STRING,false,false
layer,components/toast/properties/text/font-style,3,normal,STRING,false,false
layer,components/tooltip/properties/elevation,0,brand/elevations/elevation-4,STRING,true,true
layer,components/tooltip/properties/elevation,1,brand/elevations/elevation-4,STRING,true,false
layer,components/tooltip/properties/elevation,2,brand/elevations/elevation-4,STRING,true,false
layer,components/tooltip/properties/elevation,3,brand/elevations/elevation-4,STRING,true,false
layer,components/tooltip/properties/border-size,0,1,FLOAT,false,true
layer,components/tooltip/properties/border-size,1,1,FLOAT,false,false
layer,components/tooltip/properties/border-size,2,1,FLOAT,false,false
layer,components/tooltip/properties/border-size,3,1,FLOAT,false,false
layer,components/tooltip/properties/vertical-padding,0,brand/dimensions/general/sm,FLOAT,true,true
layer,components/tooltip/properties/vertical-padding,1,brand/dimensions/general/sm,FLOAT,true,false
layer,components/tooltip/properties/vertical-padding,2,brand/dimensions/general/sm,FLOAT,true,false
layer,components/tooltip/properties/vertical-padding,3,brand/dimensions/general/sm,FLOAT,true,false
layer,components/tooltip/properties/horizontal-padding,0,brand/dimensions/general/md,FLOAT,true,true
layer,components/tooltip/properties/horizontal-padding,1,brand/dimensions/general/md,FLOAT,true,false
layer,components/tooltip/properties/horizontal-padding,2,brand/dimensions/general/md,FLOAT,true,false
layer,components/tooltip/properties/horizontal-padding,3,brand/dimensions/general/md,FLOAT,true,false
layer,components/tooltip/properties/border-radius,0,brand/dimensions/border-radii/default,FLOAT,true,true
layer,components/tooltip/properties/border-radius,1,brand/dimensions/border-radii/default,FLOAT,true,false
layer,components/tooltip/properties/border-radius,2,brand/dimensions/border-radii/default,FLOAT,true,false
layer,components/tooltip/properties/border-radius,3,brand/dimensions/border-radii/default,FLOAT,true,false
layer,components/tooltip/properties/min-width,0,40,FLOAT,false,true
layer,components/tooltip/properties/min-width,1,40,FLOAT,false,false
layer,components/tooltip/properties/min-width,2,40,FLOAT,false,false
layer,components/tooltip/properties/min-width,3,40,FLOAT,false,false
layer,components/tooltip/properties/max-width,0,300,FLOAT,false,true
layer,components/tooltip/properties/max-width,1,300,FLOAT,false,false
layer,components/tooltip/properties/max-width,2,300,FLOAT,false,false
layer,components/tooltip/properties/max-width,3,300,FLOAT,false,false
layer,components/tooltip/properties/beak-size,0,16,FLOAT,false,true
layer,components/tooltip/properties/beak-size,1,16,FLOAT,false,false
layer,components/tooltip/properties/beak-size,2,16,FLOAT,false,false
layer,components/tooltip/properties/beak-size,3,16,FLOAT,false,false
layer,components/tooltip/properties/beak-inset,0,8,FLOAT,false,true
layer,components/tooltip/properties/beak-inset,1,8,FLOAT,false,false
layer,components/tooltip/properties/beak-inset,2,8,FLOAT,false,false
layer,components/tooltip/properties/beak-inset,3,8,FLOAT,false,false
layer,components/tooltip/properties/min-height,0,48,FLOAT,false,true
layer,components/tooltip/properties/min-height,1,48,FLOAT,false,false
layer,components/tooltip/properties/min-height,2,48,FLOAT,false,false
layer,components/tooltip/properties/min-height,3,48,FLOAT,false,false
layer,components/tooltip/properties/colors/background,0,brand/palettes/neutral/1000/color/tone,COLOR,true,true
layer,components/tooltip/properties/colors/background,1,brand/palettes/neutral/1000/color/tone,COLOR,true,false
layer,components/tooltip/properties/colors/background,2,brand/palettes/neutral/1000/color/tone,COLOR,true,false
layer,components/tooltip/properties/colors/background,3,brand/palettes/neutral/1000/color/tone,COLOR,true,false
layer,components/tooltip/properties/colors/text,0,brand/palettes/neutral/050/color/tone,COLOR,true,true
layer,components/tooltip/properties/colors/text,1,brand/palettes/neutral/050/color/tone,COLOR,true,false
layer,components/tooltip/properties/colors/text,2,brand/palettes/neutral/050/color/tone,COLOR,true,false
layer,components/tooltip/properties/colors/text,3,brand/palettes/neutral/050/color/tone,COLOR,true,false
layer,components/tooltip/properties/colors/border-color,0,brand/palettes/neutral/1000/color/tone,COLOR,true,true
layer,components/tooltip/properties/colors/border-color,1,brand/palettes/neutral/1000/color/tone,COLOR,true,false
layer,components/tooltip/properties/colors/border-color,2,brand/palettes/neutral/1000/color/tone,COLOR,true,false
layer,components/tooltip/properties/colors/border-color,3,brand/palettes/neutral/1000/color/tone,COLOR,true,false
layer,components/tooltip/properties/text/font-family,0,tokens/font/typefaces/primary,STRING,true,true
layer,components/tooltip/properties/text/font-family,1,tokens/font/typefaces/primary,STRING,true,false
layer,components/tooltip/properties/text/font-family,2,tokens/font/typefaces/primary,STRING,true,false
layer,components/tooltip/properties/text/font-family,3,tokens/font/typefaces/primary,STRING,true,false
layer,components/tooltip/properties/text/font-size,0,tokens/font/sizes/xs,FLOAT,true,true
layer,components/tooltip/properties/text/font-size,1,tokens/font/sizes/xs,FLOAT,true,false
layer,components/tooltip/properties/text/font-size,2,tokens/font/sizes/xs,FLOAT,true,false
layer,components/tooltip/properties/text/font-size,3,tokens/font/sizes/xs,FLOAT,true,false
layer,components/tooltip/properties/text/font-weight,0,tokens/font/weights/regular,FLOAT,true,true
layer,components/tooltip/properties/text/font-weight,1,tokens/font/weights/regular,FLOAT,true,false
layer,components/tooltip/properties/text/font-weight,2,tokens/font/weights/regular,FLOAT,true,false
layer,components/tooltip/properties/text/font-weight,3,tokens/font/weights/regular,FLOAT,true,false
layer,components/tooltip/properties/text/letter-spacing,0,tokens/font/letter-spacings/default,STRING,true,true
layer,components/tooltip/properties/text/letter-spacing,1,tokens/font/letter-spacings/default,STRING,true,false
layer,components/tooltip/properties/text/letter-spacing,2,tokens/font/letter-spacings/default,STRING,true,false
layer,components/tooltip/properties/text/letter-spacing,3,tokens/font/letter-spacings/default,STRING,true,false
layer,components/tooltip/properties/text/line-height,0,tokens/font/line-heights/default,FLOAT,true,true
layer,components/tooltip/properties/text/line-height,1,tokens/font/line-heights/default,FLOAT,true,false
layer,components/tooltip/properties/text/line-height,2,tokens/font/line-heights/default,FLOAT,true,false
layer,components/tooltip/properties/text/line-height,3,tokens/font/line-heights/default,FLOAT,true,false
layer,components/tooltip/properties/text/text-decoration,0,none,STRING,false,true
layer,components/tooltip/properties/text/text-decoration,1,none,STRING,false,false
layer,components/tooltip/properties/text/text-decoration,2,none,STRING,false,false
layer,components/tooltip/properties/text/text-decoration,3,none,STRING,false,false
layer,components/tooltip/properties/text/text-transform,0,none,STRING,false,true
layer,components/tooltip/properties/text/text-transform,1,none,STRING,false,false
layer,components/tooltip/properties/text/text-transform,2,none,STRING,false,false
layer,components/tooltip/properties/text/text-transform,3,none,STRING,false,false
layer,components/tooltip/properties/text/font-style,0,normal,STRING,false,true
layer,components/tooltip/properties/text/font-style,1,normal,STRING,false,false
layer,components/tooltip/properties/text/font-style,2,normal,STRING,false,false
layer,components/tooltip/properties/text/font-style,3,normal,STRING,false,false
layer,components/chip/variants/styles/unselected/properties/colors/background,0,brand/layers/layer-0/properties/surface,COLOR,true,true
layer,components/chip/variants/styles/unselected/properties/colors/background,1,brand/layers/layer-1/properties/surface,COLOR,true,false
layer,components/chip/variants/styles/unselected/properties/colors/background,2,brand/layers/layer-2/properties/surface,COLOR,true,false
layer,components/chip/variants/styles/unselected/properties/colors/background,3,brand/layers/layer-3/properties/surface,COLOR,true,false
layer,components/chip/variants/styles/unselected/properties/colors/text,0,brand/layers/layer-0/elements/text/color,COLOR,true,true
layer,components/chip/variants/styles/unselected/properties/colors/text,1,brand/layers/layer-1/elements/text/color,COLOR,true,false
layer,components/chip/variants/styles/unselected/properties/colors/text,2,brand/layers/layer-2/elements/text/color,COLOR,true,false
layer,components/chip/variants/styles/unselected/properties/colors/text,3,brand/layers/layer-3/elements/text/color,COLOR,true,false
layer,components/chip/variants/styles/unselected/properties/colors/border-color,0,brand/palettes/neutral/200/color/tone,COLOR,true,true
layer,components/chip/variants/styles/unselected/properties/colors/border-color,1,brand/layers/layer-1/properties/border-color,COLOR,true,false
layer,components/chip/variants/styles/unselected/properties/colors/border-color,2,brand/layers/layer-2/properties/border-color,COLOR,true,false
layer,components/chip/variants/styles/unselected/properties/colors/border-color,3,brand/layers/layer-3/properties/border-color,COLOR,true,false
layer,components/chip/variants/styles/selected/properties/colors/background,0,brand/palettes/neutral/100/color/tone,COLOR,true,true
layer,components/chip/variants/styles/selected/properties/colors/background,1,brand/palettes/neutral/100/color/tone,COLOR,true,false
layer,components/chip/variants/styles/selected/properties/colors/background,2,brand/palettes/neutral/200/color/tone,COLOR,true,false
layer,components/chip/variants/styles/selected/properties/colors/background,3,brand/palettes/neutral/100/color/tone,COLOR,true,false
layer,components/chip/variants/styles/selected/properties/colors/text,0,brand/palettes/neutral/100/color/on-tone,COLOR,true,true
layer,components/chip/variants/styles/selected/properties/colors/text,1,brand/palettes/neutral/100/color/on-tone,COLOR,true,false
layer,components/chip/variants/styles/selected/properties/colors/text,2,brand/palettes/neutral/200/color/on-tone,COLOR,true,false
layer,components/chip/variants/styles/selected/properties/colors/text,3,brand/palettes/neutral/100/color/on-tone,COLOR,true,false
layer,components/chip/variants/styles/selected/properties/colors/border-color,0,brand/palettes/palette-1/400/color/tone,COLOR,true,true
layer,components/chip/variants/styles/selected/properties/colors/border-color,1,brand/palettes/palette-1/400/color/tone,COLOR,true,false
layer,components/chip/variants/styles/selected/properties/colors/border-color,2,brand/palettes/palette-1/400/color/tone,COLOR,true,false
layer,components/chip/variants/styles/selected/properties/colors/border-color,3,brand/palettes/palette-1/400/color/tone,COLOR,true,false
layer,components/chip/variants/styles/error/properties/colors/background,0,brand/layers/layer-0/properties/surface,COLOR,true,true
layer,components/chip/variants/styles/error/properties/colors/background,1,brand/layers/layer-1/properties/surface,COLOR,true,false
layer,components/chip/variants/styles/error/properties/colors/background,2,brand/layers/layer-2/properties/surface,COLOR,true,false
layer,components/chip/variants/styles/error/properties/colors/background,3,brand/layers/layer-3/properties/surface,COLOR,true,false
layer,components/chip/variants/styles/error/properties/colors/text,0,ui-kit/components/chip/properties/colors/error/text-color,COLOR,true,true
layer,components/chip/variants/styles/error/properties/colors/text,1,ui-kit/components/chip/properties/colors/error/text-color,COLOR,true,false
layer,components/chip/variants/styles/error/properties/colors/text,2,ui-kit/components/chip/properties/colors/error/text-color,COLOR,true,false
layer,components/chip/variants/styles/error/properties/colors/text,3,ui-kit/components/chip/properties/colors/error/text-color,COLOR,true,false
layer,components/chip/variants/styles/error/properties/colors/icon,0,ui-kit/components/chip/properties/colors/error/icon-color,COLOR,true,true
layer,components/chip/variants/styles/error/properties/colors/icon,1,ui-kit/components/chip/properties/colors/error/icon-color,COLOR,true,false
layer,components/chip/variants/styles/error/properties/colors/icon,2,ui-kit/components/chip/properties/colors/error/icon-color,COLOR,true,false
layer,components/chip/variants/styles/error/properties/colors/icon,3,ui-kit/components/chip/properties/colors/error/icon-color,COLOR,true,false
layer,components/chip/variants/styles/error/properties/colors/border-color,0,brand/palettes/core-colors/alert/tone,COLOR,true,true
layer,components/chip/variants/styles/error/properties/colors/border-color,1,brand/palettes/core-colors/alert/tone,COLOR,true,false
layer,components/chip/variants/styles/error/properties/colors/border-color,2,brand/palettes/core-colors/alert/tone,COLOR,true,false
layer,components/chip/variants/styles/error/properties/colors/border-color,3,brand/palettes/core-colors/alert/tone,COLOR,true,false
layer,components/chip/variants/styles/error-selected/properties/colors/background,0,brand/palettes/neutral/100/color/tone,COLOR,true,true
layer,components/chip/variants/styles/error-selected/properties/colors/background,1,brand/palettes/neutral/100/color/tone,COLOR,true,false
layer,components/chip/variants/styles/error-selected/properties/colors/background,2,brand/palettes/neutral/200/color/tone,COLOR,true,false
layer,components/chip/variants/styles/error-selected/properties/colors/background,3,brand/palettes/neutral/100/color/tone,COLOR,true,false
layer,components/chip/variants/styles/error-selected/properties/colors/text,0,brand/palettes/core-colors/alert/tone,COLOR,true,true
layer,components/chip/variants/styles/error-selected/properties/colors/text,1,brand/palettes/core-colors/alert/tone,COLOR,true,false
layer,components/chip/variants/styles/error-selected/properties/colors/text,2,brand/palettes/core-colors/alert/tone,COLOR,true,false
layer,components/chip/variants/styles/error-selected/properties/colors/text,3,brand/palettes/core-colors/alert/tone,COLOR,true,false
layer,components/chip/variants/styles/error-selected/properties/colors/icon,0,brand/palettes/core-colors/alert/tone,COLOR,true,true
layer,components/chip/variants/styles/error-selected/properties/colors/icon,1,brand/palettes/core-colors/alert/tone,COLOR,true,false
layer,components/chip/variants/styles/error-selected/properties/colors/icon,2,brand/palettes/core-colors/alert/tone,COLOR,true,false
layer,components/chip/variants/styles/error-selected/properties/colors/icon,3,brand/palettes/core-colors/alert/tone,COLOR,true,false
layer,components/chip/variants/styles/error-selected/properties/colors/border-color,0,brand/palettes/core-colors/alert/tone,COLOR,true,true
layer,components/chip/variants/styles/error-selected/properties/colors/border-color,1,brand/palettes/core-colors/alert/tone,COLOR,true,false
layer,components/chip/variants/styles/error-selected/properties/colors/border-color,2,brand/palettes/core-colors/alert/tone,COLOR,true,false
layer,components/chip/variants/styles/error-selected/properties/colors/border-color,3,brand/palettes/core-colors/alert/tone,COLOR,true,false
layer,components/chip/properties/colors/error/text-color,0,brand/palettes/core-colors/alert/tone,COLOR,true,true
layer,components/chip/properties/colors/error/text-color,1,brand/palettes/core-colors/alert/tone,COLOR,true,false
layer,components/chip/properties/colors/error/text-color,2,brand/palettes/core-colors/alert/tone,COLOR,true,false
layer,components/chip/properties/colors/error/text-color,3,brand/palettes/core-colors/alert/tone,COLOR,true,false
layer,components/chip/properties/colors/error/icon-color,0,brand/palettes/core-colors/alert/tone,COLOR,true,true
layer,components/chip/properties/colors/error/icon-color,1,brand/palettes/core-colors/alert/tone,COLOR,true,false
layer,components/chip/properties/colors/error/icon-color,2,brand/palettes/core-colors/alert/tone,COLOR,true,false
layer,components/chip/properties/colors/error/icon-color,3,brand/palettes/core-colors/alert/tone,COLOR,true,false
layer,components/chip/properties/border-size,0,1,FLOAT,false,true
layer,components/chip/properties/border-size,1,1,FLOAT,false,false
layer,components/chip/properties/border-size,2,1,FLOAT,false,false
layer,components/chip/properties/border-size,3,1,FLOAT,false,false
layer,components/chip/properties/border-radius,0,brand/dimensions/border-radii/sm,FLOAT,true,true
layer,components/chip/properties/border-radius,1,brand/dimensions/border-radii/sm,FLOAT,true,false
layer,components/chip/properties/border-radius,2,brand/dimensions/border-radii/sm,FLOAT,true,false
layer,components/chip/properties/border-radius,3,brand/dimensions/border-radii/sm,FLOAT,true,false
layer,components/chip/properties/horizontal-padding,0,brand/dimensions/general/default,FLOAT,true,true
layer,components/chip/properties/horizontal-padding,1,brand/dimensions/general/default,FLOAT,true,false
layer,components/chip/properties/horizontal-padding,2,brand/dimensions/general/default,FLOAT,true,false
layer,components/chip/properties/horizontal-padding,3,brand/dimensions/general/default,FLOAT,true,false
layer,components/chip/properties/vertical-padding,0,brand/dimensions/general/sm,FLOAT,true,true
layer,components/chip/properties/vertical-padding,1,brand/dimensions/general/sm,FLOAT,true,false
layer,components/chip/properties/vertical-padding,2,brand/dimensions/general/sm,FLOAT,true,false
layer,components/chip/properties/vertical-padding,3,brand/dimensions/general/sm,FLOAT,true,false
layer,components/chip/properties/icon-text-gap,0,brand/dimensions/general/sm,FLOAT,true,true
layer,components/chip/properties/icon-text-gap,1,brand/dimensions/general/sm,FLOAT,true,false
